job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_ratio
Data Analyst,Full-Time,Mid,65000,United States Dollar,Canada,65000,Canada,Medium,2022,
Data Engineer,Full-Time,Senior,60000,Euro,Portugal,63040,Portugal,Medium,2022,
Data Engineer,Full-Time,Senior,35000,Euro,Portugal,36773,Portugal,Medium,2022,
Data Science Manager,Full-Time,Senior,299500,United States Dollar,United States,299500,United States,Medium,2022,
Data Science Manager,Full-Time,Senior,245100,United States Dollar,United States,245100,United States,Medium,2022,
Data Scientist,Full-Time,Senior,168000,United States Dollar,United States,168000,United States,Medium,2022,
Data Engineer,Full-Time,Mid,161000,United States Dollar,United States,161000,United States,Medium,2022,
Data Engineer,Full-Time,Mid,118000,United States Dollar,United States,118000,United States,Medium,2022,
Applied Scientist,Full-Time,Senior,205000,United States Dollar,United States,205000,United States,Medium,2022,
Data Science Manager,Full-Time,Senior,247500,United States Dollar,United States,247500,United States,Medium,2022,
Data Science Manager,Full-Time,Senior,172200,United States Dollar,United States,172200,United States,Medium,2022,
Data Management Specialist,Full-Time,Senior,65000,Euro,Italy,68293,Italy,Large,2022,
Data Analyst,Full-Time,Senior,177000,United States Dollar,United States,177000,United States,Medium,2022,
Data Analyst,Full-Time,Senior,131000,United States Dollar,United States,131000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,102000,United States Dollar,United States,102000,United States,Medium,2022,
Data Engineer,Full-Time,Mid,65000,United States Dollar,United States,65000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022,
Data Engineer,Full-Time,Senior,35000,British Pound Sterling,United Kingdom,43096,United Kingdom,Medium,2022,
Data Engineer,Full-Time,Mid,135000,United States Dollar,United States,135000,United States,Medium,2022,
Data Scientist,Full-Time,Entry,80000,United States Dollar,United States,80000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,231250,United States Dollar,United States,231250,United States,Medium,2022,
Data Engineer,Full-Time,Senior,138750,United States Dollar,United States,138750,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,193750,United States Dollar,United States,193750,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,116250,United States Dollar,United States,116250,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,231250,United States Dollar,United States,231250,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,138750,United States Dollar,United States,138750,United States,Medium,2022,
Data Engineer,Full-Time,Senior,193750,United States Dollar,United States,193750,United States,Medium,2022,
Data Engineer,Full-Time,Senior,116250,United States Dollar,United States,116250,United States,Medium,2022,
Data Scientist,Full-Time,Senior,208000,United States Dollar,United States,208000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,127000,United States Dollar,United States,127000,United States,Medium,2022,
Research Scientist,Full-Time,Senior,300000,United States Dollar,United States,300000,United States,Medium,2022,
Research Scientist,Full-Time,Senior,196000,United States Dollar,United States,196000,United States,Medium,2022,
Autonomous Vehicle Technician,Freelance,Mid,45555,United States Dollar,Bahamas,45555,American Samoa,Medium,2021,
Data Scientist,Full-Time,Senior,205000,United States Dollar,United States,205000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,185000,United States Dollar,United States,185000,United States,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,247500,United States Dollar,United States,247500,United States,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,172200,United States Dollar,United States,172200,United States,Medium,2022,
Data Analyst,Full-Time,Senior,110000,United States Dollar,United States,110000,United States,Medium,2022,
Data Scientist,Full-Time,Entry,6600000,Hungarian Forint,Hungary,17684,Hungary,Medium,2022,
Data Science Tech Lead,Full-Time,Senior,375000,United States Dollar,United States,375000,United States,Large,2022,
Data Scientist,Full-Time,Senior,225000,United States Dollar,United States,225000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,156400,United States Dollar,United States,156400,United States,Medium,2022,
Machine Learning Engineer,Full-Time,Mid,85000,British Pound Sterling,United Kingdom,104663,United Kingdom,Medium,2022,
Machine Learning Engineer,Full-Time,Mid,65000,British Pound Sterling,United Kingdom,80036,United Kingdom,Medium,2022,
Data Scientist,Full-Time,Senior,140700,United States Dollar,United States,140700,United States,Medium,2022,
Data Scientist,Full-Time,Senior,93800,United States Dollar,United States,93800,United States,Medium,2022,
Data Scientist,Full-Time,Senior,350000,United States Dollar,United States,350000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,135000,United States Dollar,United States,135000,United States,Medium,2022,
Machine Learning Engineer,Full-Time,Mid,100000,Swiss Franc,Switzerland,104697,Switzerland,Large,2022,
Machine Learning Developer,Full-Time,Entry,33000,United States Dollar,Germany,33000,Italy,Small,2022,
Machine Learning Scientist,Full-Time,Entry,33000,Euro,Germany,34672,Italy,Small,2022,
Machine Learning Engineer,Full-Time,Senior,119000,United States Dollar,United States,119000,United States,Medium,2022,
Data Analyst,Full-Time,Senior,154560,United States Dollar,United States,154560,United States,Medium,2022,
Data Analyst,Full-Time,Senior,123648,United States Dollar,United States,123648,United States,Medium,2022,
Data Engineer,Full-Time,Mid,170000,United States Dollar,United States,170000,United States,Medium,2022,
Data Engineer,Full-Time,Mid,145000,United States Dollar,United States,145000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,247500,United States Dollar,United States,247500,United States,Medium,2022,
Data Scientist,Full-Time,Senior,172200,United States Dollar,United States,172200,United States,Medium,2022,
Data Scientist,Full-Time,Senior,177500,United States Dollar,United States,177500,United States,Medium,2022,
Data Scientist,Full-Time,Senior,134000,United States Dollar,United States,134000,United States,Medium,2022,
Data Architect,Full-Time,Senior,192564,United States Dollar,United States,192564,United States,Medium,2022,
Data Architect,Full-Time,Senior,144854,United States Dollar,United States,144854,United States,Medium,2022,
Data Engineer,Full-Time,Senior,179305,United States Dollar,United States,179305,United States,Medium,2022,
Data Engineer,Full-Time,Senior,142127,United States Dollar,United States,142127,United States,Medium,2022,
Data Engineer,Full-Time,Senior,315000,United States Dollar,United States,315000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,225000,United States Dollar,United States,225000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,243900,United States Dollar,United States,243900,United States,Medium,2022,
Data Scientist,Full-Time,Senior,156600,United States Dollar,United States,156600,United States,Medium,2022,
Data Analyst,Full-Time,Mid,79000,United States Dollar,United States,79000,United States,Medium,2022,
Data Scientist Lead,Full-Time,Mid,85000,Euro,Austria,89306,Austria,Large,2022,
Data Engineer,Full-Time,Senior,182500,United States Dollar,United States,182500,United States,Medium,2022,
Data Engineer,Full-Time,Senior,128500,United States Dollar,United States,128500,United States,Medium,2022,
Data Manager,Full-Time,Entry,77300,United States Dollar,United States,77300,United States,Medium,2022,
Data Manager,Full-Time,Entry,45600,United States Dollar,United States,45600,United States,Medium,2022,
Data Architect,Full-Time,Senior,210000,United States Dollar,United States,210000,United States,Medium,2022,
Data Architect,Full-Time,Senior,136000,United States Dollar,United States,136000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,140000,United States Dollar,United States,140000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,247500,United States Dollar,United States,247500,United States,Medium,2022,
Data Engineer,Full-Time,Senior,172200,United States Dollar,United States,172200,United States,Medium,2022,
Data Engineer,Full-Time,Senior,184100,United States Dollar,United States,184100,United States,Medium,2022,
Data Scientist,Full-Time,Mid,85000,United States Dollar,United States,85000,United States,Medium,2022,
Data Scientist,Full-Time,Mid,78000,United States Dollar,United States,78000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,161000,United States Dollar,United States,161000,United States,Medium,2022,
Head of Data,Full-Time,Executive,205000,United States Dollar,United States,205000,United States,Medium,2022,
Head of Data,Full-Time,Executive,160000,United States Dollar,United States,160000,United States,Medium,2022,
Data Engineer,Full-Time,Entry,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022,
Data Engineer,Full-Time,Entry,40000,British Pound Sterling,United Kingdom,49253,United Kingdom,Medium,2022,
Data Scientist,Full-Time,Senior,245000,United States Dollar,United States,245000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,198440,United States Dollar,United States,198440,United States,Large,2022,
Data Scientist,Full-Time,Senior,144000,United States Dollar,United States,144000,United States,Large,2022,
Data Engineer,Full-Time,Senior,240000,United States Dollar,United States,240000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,198440,United States Dollar,United States,198440,United States,Medium,2022,
Data Scientist,Full-Time,Senior,144000,United States Dollar,United States,144000,United States,Medium,2022,
Data Scientist,Full-Time,Mid,47000,British Pound Sterling,United Kingdom,57872,United Kingdom,Medium,2022,
Data Analyst,Full-Time,Entry,64000,United States Dollar,United States,64000,United States,Large,2022,
Data Scientist,Full-Time,Entry,38000,Euro,France,39925,France,Large,2022,
Machine Learning Engineer,Full-Time,Senior,187200,United States Dollar,Canada,187200,Canada,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,116100,United States Dollar,Canada,116100,Canada,Medium,2022,
Data Engineer,Full-Time,Senior,275000,United States Dollar,United States,275000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,166000,United States Dollar,United States,166000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,159699,United States Dollar,United States,159699,United States,Medium,2022,
Data Scientist,Full-Time,Senior,138938,United States Dollar,United States,138938,United States,Medium,2022,
BI Analyst,Full-Time,Entry,76000,United States Dollar,United States,76000,United States,Large,2022,
Analytics Engineer,Full-Time,Senior,84000,British Pound Sterling,United Kingdom,103432,United Kingdom,Medium,2022,
Analytics Engineer,Full-Time,Senior,75000,British Pound Sterling,United Kingdom,92350,United Kingdom,Medium,2022,
Data Analyst,Full-Time,Senior,80000,United States Dollar,United States,80000,United States,Medium,2022,
Data Analyst,Full-Time,Senior,52500,United States Dollar,United States,52500,United States,Medium,2022,
Data Engineer,Full-Time,Senior,236000,United States Dollar,United States,236000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,182000,United States Dollar,United States,182000,United States,Medium,2022,
Data Analyst,Full-Time,Senior,135000,United States Dollar,United States,135000,United States,Medium,2022,
Research Engineer,Full-Time,Mid,240000,United States Dollar,United States,240000,United States,Medium,2022,
Data Analyst,Part-Time,Entry,125404,United States Dollar,United States,125404,China,Small,2022,
Data Engineer,Full-Time,Senior,195000,United States Dollar,United States,195000,United States,Medium,2022,
Data Operations Analyst,Full-Time,Senior,123000,United States Dollar,United States,123000,United States,Medium,2022,
Data Operations Analyst,Full-Time,Senior,92250,United States Dollar,United States,92250,United States,Medium,2022,
ML Engineer,Full-Time,Mid,180000,United States Dollar,United States,180000,United States,Medium,2022,
ML Engineer,Full-Time,Mid,100000,United States Dollar,United States,100000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,97000,United States Dollar,United States,97000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,90000,United States Dollar,United States,90000,United States,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,260000,United States Dollar,United States,260000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2022,
Analytics Engineer,Full-Time,Executive,210000,United States Dollar,United States,210000,United States,Medium,2022,
Analytics Engineer,Full-Time,Executive,157000,United States Dollar,United States,157000,United States,Medium,2022,
Data Analyst,Full-Time,Mid,80000,United States Dollar,United States,80000,United States,Medium,2022,
Data Analyst,Full-Time,Mid,52500,United States Dollar,United States,52500,United States,Medium,2022,
Data Architect,Full-Time,Senior,128000,United States Dollar,United States,128000,United States,Medium,2022,
Data Architect,Full-Time,Senior,81500,United States Dollar,United States,81500,United States,Medium,2022,
Data Operations Engineer,Full-Time,Senior,105000,United States Dollar,United States,105000,United States,Medium,2022,
Data Operations Engineer,Full-Time,Senior,70000,United States Dollar,United States,70000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,122500,United States Dollar,United States,122500,United States,Medium,2022,
Data Engineer,Full-Time,Senior,171000,United States Dollar,United States,171000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,117000,United States Dollar,United States,117000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,202800,United States Dollar,United States,202800,United States,Large,2022,
Data Scientist,Full-Time,Senior,104300,United States Dollar,United States,104300,United States,Large,2022,
Data Analyst,Full-Time,Senior,35000,Euro,Spain,36773,Spain,Medium,2022,
Data Scientist,Full-Time,Mid,30000,United States Dollar,Mexico,30000,Mexico,Large,2022,
Analytics Engineer,Full-Time,Mid,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022,
Analytics Engineer,Full-Time,Mid,48000,United States Dollar,Brazil,48000,Brazil,Medium,2022,
Data Engineer,Full-Time,Mid,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022,
Data Engineer,Full-Time,Mid,42000,United States Dollar,Brazil,42000,Brazil,Medium,2022,
Data Architect,Full-Time,Senior,345600,United States Dollar,United States,345600,United States,Medium,2022,
Data Architect,Full-Time,Senior,230400,United States Dollar,United States,230400,United States,Medium,2022,
BI Analyst,Full-Time,Mid,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022,
BI Analyst,Full-Time,Mid,48000,United States Dollar,Brazil,48000,Brazil,Medium,2022,
Data Analyst,Full-Time,Senior,175950,United States Dollar,United States,175950,United States,Medium,2022,
Data Analyst,Full-Time,Senior,130050,United States Dollar,United States,130050,United States,Medium,2022,
Data Engineer,Full-Time,Senior,205600,United States Dollar,United States,205600,United States,Large,2022,
Data Engineer,Full-Time,Senior,105700,United States Dollar,United States,105700,United States,Large,2022,
Data Analyst,Full-Time,Senior,236600,United States Dollar,United States,236600,United States,Medium,2022,
Data Scientist,Full-Time,Mid,84000,United States Dollar,Brazil,84000,Brazil,Medium,2022,
Data Scientist,Full-Time,Mid,54000,United States Dollar,Brazil,54000,Brazil,Medium,2022,
Data Scientist,Full-Time,Entry,80000,United States Dollar,United States,80000,United States,Large,2022,
Marketing Data Analyst,Full-Time,Senior,200000,United States Dollar,United Kingdom,200000,United Kingdom,Small,2022,
Data Scientist,Full-Time,Entry,96000,Canadian Dollar,Canada,73742,Canada,Large,2022,
Data Science Lead,Full-Time,Senior,165000,United States Dollar,United States,165000,United States,Small,2022,
Data Scientist,Full-Time,Entry,27000,British Pound Sterling,United Kingdom,33246,United Kingdom,Large,2022,
Data Engineer,Full-Time,Mid,100000,Australian Dollar,Australia,75050,Australia,Large,2021,
Machine Learning Engineer,Full-Time,Entry,108000,United States Dollar,United States,108000,United States,Small,2022,
Data Scientist,Full-Time,Senior,38000,United States Dollar,United States,38000,United States,Medium,2022,
Data Analyst,Full-Time,Mid,85000,United States Dollar,United States,85000,United States,Medium,2022,
Data Engineer,Full-Time,Mid,90000,British Pound Sterling,United Kingdom,110820,United Kingdom,Medium,2022,
Data Scientist,Full-Time,Senior,153600,United States Dollar,United States,153600,United States,Medium,2022,
Data Scientist,Full-Time,Senior,106800,United States Dollar,United States,106800,United States,Medium,2022,
Data Scientist,Full-Time,Senior,50000,United States Dollar,United States,50000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,123400,United States Dollar,United States,123400,United States,Medium,2022,
Data Scientist,Full-Time,Senior,88100,United States Dollar,United States,88100,United States,Medium,2022,
Data Scientist,Full-Time,Senior,120000,United States Dollar,United States,120000,United States,Small,2022,
Data Scientist,Full-Time,Senior,55000,United States Dollar,United States,55000,United States,Small,2022,
Analytics Engineer,Full-Time,Senior,150000,United States Dollar,United States,150000,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,120000,United States Dollar,United States,120000,United States,Medium,2022,
Data Science Consultant,Full-Time,Senior,139000,United States Dollar,United States,139000,United States,Medium,2022,
Data Analyst,Full-Time,Senior,139600,United States Dollar,United States,139600,United States,Medium,2022,
Data Analyst,Full-Time,Senior,85700,United States Dollar,United States,85700,United States,Medium,2022,
Data Engineer,Full-Time,Senior,185000,United States Dollar,United States,185000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,50000,United States Dollar,United States,50000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Medium,2022,
ML Engineer,Full-Time,Mid,148500,United States Dollar,United States,148500,United States,Large,2022,
ML Engineer,Full-Time,Mid,98200,United States Dollar,United States,98200,United States,Large,2022,
Data Analyst,Full-Time,Senior,115000,United States Dollar,United States,115000,United States,Medium,2022,
Data Architect,Full-Time,Senior,225000,United States Dollar,United States,225000,United States,Medium,2022,
Data Architect,Full-Time,Senior,66000,United States Dollar,United States,66000,United States,Medium,2022,
Data Manager,Full-Time,Mid,134000,United States Dollar,United States,134000,United States,Medium,2022,
Data Manager,Full-Time,Mid,98000,United States Dollar,United States,98000,United States,Medium,2022,
Data Analyst,Full-Time,Mid,105000,United States Dollar,United States,105000,United States,Medium,2022,
Data Analyst,Full-Time,Mid,62000,United States Dollar,United States,62000,United States,Medium,2022,
BI Data Analyst,Full-Time,Entry,57000,United States Dollar,United States,57000,United States,Large,2022,
Big Data Engineer,Full-Time,Senior,210000,Canadian Dollar,Canada,161311,Canada,Medium,2022,
Data Scientist,Full-Time,Mid,144200,United States Dollar,United States,144200,United States,Medium,2022,
Data Scientist,Full-Time,Mid,115360,United States Dollar,United States,115360,United States,Medium,2022,
Data Scientist,Full-Time,Mid,120000,Australian Dollar,Australia,83171,Australia,Large,2022,
Principal Data Architect,Full-Time,Senior,3000000,Indian Rupee,India,38154,India,Large,2022,
Data Engineer,Full-Time,Senior,70000,Euro,Portugal,73546,Portugal,Medium,2022,
Data Engineer,Full-Time,Senior,40000,Euro,Portugal,42026,Portugal,Medium,2022,
Data Architect,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2022,
Data Architect,Full-Time,Senior,160000,United States Dollar,United States,160000,United States,Medium,2022,
Data Scientist,Full-Time,Mid,108000,United States Dollar,United States,108000,United States,Large,2022,
Machine Learning Manager,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Medium,2022,
Machine Learning Manager,Full-Time,Senior,150000,United States Dollar,United States,150000,United States,Medium,2022,
Data Manager,Full-Time,Executive,164000,Canadian Dollar,Canada,125976,Canada,Large,2022,
Data Engineer,Full-Time,Senior,188700,United States Dollar,United States,188700,United States,Medium,2022,
Data Engineer,Full-Time,Senior,160395,United States Dollar,United States,160395,United States,Medium,2022,
Applied Scientist,Full-Time,Senior,191475,United States Dollar,United States,191475,United States,Medium,2022,
Applied Scientist,Full-Time,Senior,141525,United States Dollar,United States,141525,United States,Medium,2022,
Data Scientist,Full-Time,Mid,72000,Euro,Germany,75648,Germany,Small,2022,
Lead Data Scientist,Full-Time,Senior,156868,United States Dollar,United States,156868,United States,Large,2022,
BI Analyst,Full-Time,Senior,200000,United States Dollar,Nigeria,200000,Nigeria,Small,2022,
Lead Machine Learning Engineer,Full-Time,Senior,66000,Euro,Portugal,69344,Portugal,Large,2022,
Data Analyst,Contract,Senior,90000,United States Dollar,United States,90000,United States,Medium,2022,
Research Scientist,Full-Time,Mid,120000,Euro,Germany,126080,Germany,Small,2022,
Research Scientist,Full-Time,Mid,80000,Euro,Germany,84053,Germany,Small,2022,
Analytics Engineer,Full-Time,Mid,108000,United States Dollar,United States,108000,United States,Medium,2022,
Analytics Engineer,Full-Time,Mid,85000,United States Dollar,United States,85000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,165000,United States Dollar,United States,165000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,132000,United States Dollar,United States,132000,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,130000,United States Dollar,United States,130000,United States,Medium,2022,
BI Data Analyst,Full-Time,Mid,65000,Australian Dollar,Australia,45050,Australia,Large,2022,
Data Analyst,Full-Time,Entry,56000,Australian Dollar,Australia,42028,Australia,Large,2021,
Data Analytics Engineer,Full-Time,Mid,135000,United States Dollar,United States,135000,United States,Large,2022,
Data Engineer,Full-Time,Senior,178800,United States Dollar,United States,178800,United States,Large,2022,
Data Engineer,Full-Time,Senior,132100,United States Dollar,United States,132100,United States,Large,2022,
Data Analyst,Full-Time,Entry,20000,United States Dollar,United States,20000,Costa Rica,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,140000,United States Dollar,Canada,140000,Canada,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,110000,United States Dollar,Canada,110000,Canada,Medium,2022,
Data Engineer,Full-Time,Senior,85000,United States Dollar,United States,85000,United States,Medium,2022,
ETL Developer,Full-Time,Senior,250000,United States Dollar,United States,250000,United States,Medium,2022,
ETL Developer,Full-Time,Senior,63000,United States Dollar,United States,63000,United States,Medium,2022,
Data Engineer,Full-Time,Executive,187200,United States Dollar,United States,187200,United States,Medium,2022,
Data Engineer,Full-Time,Executive,116100,United States Dollar,United States,116100,United States,Medium,2022,
Data Engineer,Full-Time,Senior,229998,United States Dollar,United States,229998,United States,Large,2022,
Data Engineer,Full-Time,Senior,154545,United States Dollar,United States,154545,United States,Large,2022,
Data Scientist,Full-Time,Senior,215000,United States Dollar,United States,215000,United States,Large,2022,
Data Scientist,Full-Time,Senior,159000,United States Dollar,United States,159000,United States,Large,2022,
AI Scientist,Full-Time,Entry,50000,United States Dollar,United States,50000,United States,Medium,2022,
Data Scientist Lead,Full-Time,Senior,183000,United States Dollar,United States,183000,United States,Large,2022,
Data Analyst,Full-Time,Senior,99750,United States Dollar,United States,99750,United States,Medium,2022,
Data Analyst,Full-Time,Senior,68400,United States Dollar,United States,68400,United States,Medium,2022,
Data Scientist,Full-Time,Senior,236900,United States Dollar,United States,236900,United States,Large,2022,
Data Scientist,Full-Time,Senior,159200,United States Dollar,United States,159200,United States,Large,2022,
Data Science Manager,Full-Time,Senior,243225,United States Dollar,United States,243225,United States,Medium,2022,
Data Science Manager,Full-Time,Senior,179775,United States Dollar,United States,179775,United States,Medium,2022,
Data Scientist,Full-Time,Senior,191475,United States Dollar,United States,191475,United States,Medium,2022,
Data Scientist,Full-Time,Senior,141525,United States Dollar,United States,141525,United States,Medium,2022,
Data Scientist,Full-Time,Senior,218000,United States Dollar,United States,218000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,145300,United States Dollar,United States,145300,United States,Medium,2022,
ML Engineer,Full-Time,Senior,195400,United States Dollar,United States,195400,United States,Large,2022,
ML Engineer,Full-Time,Senior,131300,United States Dollar,United States,131300,United States,Large,2022,
Data Specialist,Full-Time,Entry,105000,United States Dollar,United States,105000,Chile,Large,2022,
Data Scientist,Full-Time,Senior,207000,United States Dollar,United States,207000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,153000,United States Dollar,United States,153000,United States,Medium,2022,
Data Analyst,Full-Time,Senior,99000,United States Dollar,United States,99000,United States,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,200000,United States Dollar,Puerto Rico,200000,Puerto Rico,Medium,2022,
Machine Learning Engineer,Full-Time,Senior,135000,United States Dollar,Puerto Rico,135000,Puerto Rico,Medium,2022,
Data Engineer,Full-Time,Senior,195700,United States Dollar,United States,195700,United States,Medium,2022,
Data Engineer,Full-Time,Senior,130500,United States Dollar,United States,130500,United States,Medium,2022,
ML Engineer,Full-Time,Senior,130000,United States Dollar,United States,130000,United States,Medium,2022,
ML Engineer,Full-Time,Senior,84000,United States Dollar,United States,84000,United States,Medium,2022,
Data Operations Engineer,Full-Time,Mid,100000,United States Dollar,United States,100000,United States,Medium,2022,
Data Operations Engineer,Full-Time,Mid,60000,United States Dollar,United States,60000,United States,Medium,2022,
Data Engineer,Full-Time,Mid,65000,British Pound Sterling,United Kingdom,80036,United Kingdom,Medium,2022,
Data Engineer,Full-Time,Mid,55000,British Pound Sterling,United Kingdom,67723,United Kingdom,Medium,2022,
Data Engineer,Full-Time,Senior,141300,United States Dollar,United States,141300,United States,Medium,2022,
Data Engineer,Full-Time,Senior,102100,United States Dollar,United States,102100,United States,Medium,2022,
Business Data Analyst,Full-Time,Mid,150000,United States Dollar,United States,150000,United States,Large,2022,
Data Scientist,Full-Time,Mid,83000,British Pound Sterling,United Kingdom,102200,United Kingdom,Medium,2022,
Data Scientist,Full-Time,Entry,1800000,Indian Rupee,India,22892,India,Medium,2022,
Data Analyst,Full-Time,Senior,144000,United States Dollar,United States,144000,United States,Medium,2022,
Data Analyst,Full-Time,Senior,113000,United States Dollar,United States,113000,United States,Medium,2022,
AI Scientist,Full-Time,Entry,30000,Euro,Spain,31520,Portugal,Medium,2022,
Data Architect,Full-Time,Senior,195400,United States Dollar,United States,195400,United States,Large,2022,
Data Architect,Full-Time,Senior,131300,United States Dollar,United States,131300,United States,Large,2022,
Machine Learning Engineer,Full-Time,Senior,195400,United States Dollar,United States,195400,United States,Large,2022,
Machine Learning Engineer,Full-Time,Senior,131300,United States Dollar,United States,131300,United States,Large,2022,
Data Engineer,Full-Time,Senior,80000,United States Dollar,United States,80000,United States,Medium,2022,
NLP Engineer,Contract,Mid,60000,United States Dollar,United States,60000,India,Small,2022,
Machine Learning Engineer,Full-Time,Senior,60000,Euro,Finland,63040,Finland,Small,2022,
Business Data Analyst,Full-Time,Entry,50000,United States Dollar,American Samoa,50000,India,Large,2022,
Analytics Engineer,Full-Time,Senior,190000,United States Dollar,United States,190000,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,140000,United States Dollar,United States,140000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Large,2022,
Data Scientist,Full-Time,Senior,165000,United States Dollar,United States,165000,United States,Large,2022,
Applied Machine Learning Scientist,Full-Time,Senior,108000,United States Dollar,United States,108000,United States,Large,2022,
Machine Learning Research Engineer,Full-Time,Entry,20000,United States Dollar,France,20000,France,Medium,2021,
Data Scientist,Full-Time,Senior,179400,United States Dollar,United States,179400,United States,Medium,2022,
Data Scientist,Full-Time,Senior,154000,United States Dollar,United States,154000,United States,Medium,2022,
Machine Learning Scientist,Full-Time,Senior,193900,United States Dollar,United States,193900,United States,Medium,2022,
Machine Learning Scientist,Full-Time,Senior,129300,United States Dollar,United States,129300,United States,Medium,2022,
Data Science Manager,Full-Time,Executive,222640,United States Dollar,United States,222640,United States,Medium,2022,
Data Science Manager,Full-Time,Executive,182160,United States Dollar,United States,182160,United States,Medium,2022,
Data Engineer,Full-Time,Mid,100000,United States Dollar,United States,100000,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,122500,United States Dollar,United States,122500,United States,Medium,2022,
Analytics Engineer,Full-Time,Senior,100000,United States Dollar,United States,100000,United States,Medium,2022,
Data Engineer,Full-Time,Executive,297500,United States Dollar,United States,297500,United States,Medium,2022,
Data Engineer,Full-Time,Executive,260000,United States Dollar,United States,260000,United States,Medium,2022,
Machine Learning Developer,Full-Time,Entry,15000,United States Dollar,Thailand,15000,Thailand,Large,2021,
Data Engineer,Full-Time,Senior,193000,United States Dollar,United States,193000,Spain,Medium,2022,
Data Scientist,Full-Time,Entry,93000,United States Dollar,United States,93000,United States,Medium,2022,
Data Scientist,Full-Time,Entry,73000,United States Dollar,United States,73000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,136994,United States Dollar,United States,136994,United States,Medium,2022,
Data Scientist,Full-Time,Senior,101570,United States Dollar,United States,101570,United States,Medium,2022,
Director of Data Science,Full-Time,Senior,55000,Euro,France,57786,France,Large,2022,
Data Analyst,Full-Time,Mid,136000,United States Dollar,United States,136000,United States,Medium,2022,
Data Analyst,Full-Time,Mid,112000,United States Dollar,United States,112000,United States,Medium,2022,
Data Scientist,Full-Time,Senior,172000,United States Dollar,United States,172000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,164000,United States Dollar,United States,164000,United States,Medium,2022,
Data Engineer,Full-Time,Entry,33000,British Pound Sterling,United Kingdom,45390,United Kingdom,Large,2021,
