STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2022,,54.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2023,,55.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2024,,56.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2004,,49.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2005,,50.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2006,,54.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2007,,45.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2008,,45.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2009,,46.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2010,,47.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2011,,47.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2012,,48.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2013,,46.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2014,,51.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2015,,52.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2016,,54.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2017,,56.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2018,,56.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2019,,55.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2020,,57.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2021,,58.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2022,,58.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2023,,62.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2024,,62.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2004,,47.9,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2005,,52.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2006,,59.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2007,,52.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2008,,54.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2009,,50.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2010,,53.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2011,,55.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2012,,56.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2013,,55.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2014,,55.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2015,,58.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2016,,57.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2017,,57.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2018,,59.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2019,,56.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2020,,58.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2021,,59.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2022,,58.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2023,,56.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2024,,57.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2004,,52.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2005,,53.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2006,,55.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2007,,56.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2008,,56.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2009,,56.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2010,,59.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2011,,65.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2012,,65.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2013,,67.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2014,,68.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2015,,64.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2016,,63.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2017,,68.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2018,,71.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2019,,71.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2020,,67.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2021,,72.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2022,,72.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2023,,65.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EL,Greece,2024,,68.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2004,,68.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2005,,68.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2006,,71.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2007,,72.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2008,,72.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2009,,73.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2010,,74.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2011,,78.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2012,,79.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2013,,80.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2014,,80.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2015,,80.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2016,,80.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2017,,81.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2018,,82.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2019,,82.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2020,,83.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2021,,82.3,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2022,,83.1,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2023,,83.8,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),ES,Spain,2024,,84.4,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2004,,46.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2005,,47.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2006,,48.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2007,,48.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2008,,48.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2009,,50.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2010,,51.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2011,,55.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2012,,55.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2013,,56.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2014,,58.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2015,,59.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2016,,60.5,,e,estimated,,
