STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2008,,23.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2009,,21.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2010,,20.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2011,,19.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2012,,17.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2013,,16.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2014,,18.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2015,,17.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2016,,18.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2017,,17.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2018,,18.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2019,,20.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2020,,21.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2021,,27.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2022,,27.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2023,,26.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IE,Ireland,2024,,26.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2011,,2.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2012,,2.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2013,,3.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2014,,3.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2015,,3.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2016,,3.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2017,,3.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2018,,3.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2019,,2.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2020,,3.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2021,,2.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2022,,2.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2023,,3.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IS,Iceland,2024,,3.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2004,,519.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2005,,511.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2006,,527.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2007,,521.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2008,,528.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2009,,544.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2010,,526.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2011,,485.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2012,,501.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2013,,489.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2014,,482.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2015,,476.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2016,,501.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2017,,500.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2018,,531.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2019,,512.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2020,,495.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2021,,498.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2022,,542.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2023,,562.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",IT,Italy,2024,,530.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2004,,9.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2005,,9.6,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2006,,10.3,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2007,,10.4,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2008,,10.3,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2009,,7.9,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2010,,5.1,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2011,,6.0,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2012,,5.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2013,,5.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2014,,5.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2015,,5.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2016,,6.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2017,,6.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2018,,6.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2019,,7.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2020,,6.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2021,,8.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2022,,13.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2023,,17.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LT,Lithuania,2024,,13.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2004,,3.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2005,,3.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2006,,3.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2007,,3.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2008,,4.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2009,,3.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2010,,3.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2011,,3.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2012,,3.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2013,,3.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2014,,3.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2015,,3.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2016,,3.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2017,,3.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2018,,4.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2019,,3.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2020,,4.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2021,,4.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2022,,5.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2023,,5.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LU,Luxembourg,2024,,5.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2004,,16.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2005,,18.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2006,,18.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2007,,16.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2008,,16.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2009,,12.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2010,,11.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2011,,8.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED0-4,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",LV,Latvia,2012,,7.8,,e,estimated,,
