unit_of_measure,sex,sex_1,geo,geopolitical_entity_reporting,time_period,obs_value
THOUSAND PERSONS,M,MALES,SI,SLOVENIA,2019,31.1
THOUSAND PERSONS,M,MALES,SI,SLOVENIA,2020,35.3
THOUSAND PERSONS,M,MALES,SI,SLOVENIA,2021,38.9
THOUSAND PERSONS,M,MALES,SI,SLOVENIA,2022,37.0
THOUSAND PERSONS,M,MALES,SI,SLOVENIA,2023,30.9
THOUSAND PERSONS,M,MALES,SI,SLOVENIA,2024,34.6
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2004,41.2
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2005,48.4
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2006,55.4
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2007,57.9
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2008,58.1
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2009,56.3
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2010,55.5
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2011,52.0
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2012,50.9
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2013,54.2
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2014,58.1
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2015,60.3
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2016,66.4
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2017,61.1
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2018,71.9
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2019,83.0
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2020,89.9
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2021,94.5
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2022,95.4
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2023,91.8
THOUSAND PERSONS,M,MALES,SK,SLOVAKIA,2024,101.0
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2011,206.0
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2012,244.4
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2013,245.1
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2014,256.1
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2015,274.0
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2016,281.0
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2017,304.4
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2018,309.3
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2019,313.4
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2020,311.3
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2021,336.1
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2022,381.7
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2023,382.7
THOUSAND PERSONS,M,MALES,TR,TÜRKIYE,2024,385.3
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2011,1155.1
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2012,1207.0
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2013,1255.7
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2014,1276.4
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2015,1361.3
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2016,1406.2
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2017,1371.3
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2018,1460.1
THOUSAND PERSONS,M,MALES,UK,UNITED KINGDOM,2019,1523.8
