unit_of_measure,sex,sex_1,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2015,20.5
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2016,25.0
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2017,25.9
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2018,25.8
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2019,24.3
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2020,23.7
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2021,23.7
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2022,23.0
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2023,20.0
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2024,18.2
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2004,14.0
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2005,24.2
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2006,11.9
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2007,15.6
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2008,7.9
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2009,15.3
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2010,13.7
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2011,12.6
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2012,10.4
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2013,12.2
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2014,11.7
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2015,13.7
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2016,12.5
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2017,11.5
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2018,13.6
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2019,15.5
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2020,20.0
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2021,19.7
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2022,20.7
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2023,22.5
PERCENTAGE,F,FEMALES,LU,LUXEMBOURG,2024,17.4
PERCENTAGE,F,FEMALES,LV,LATVIA,2004,31.7
PERCENTAGE,F,FEMALES,LV,LATVIA,2005,44.1
PERCENTAGE,F,FEMALES,LV,LATVIA,2006,29.7
PERCENTAGE,F,FEMALES,LV,LATVIA,2007,28.8
PERCENTAGE,F,FEMALES,LV,LATVIA,2008,30.6
PERCENTAGE,F,FEMALES,LV,LATVIA,2009,30.0
PERCENTAGE,F,FEMALES,LV,LATVIA,2010,29.8
PERCENTAGE,F,FEMALES,LV,LATVIA,2011,24.2
PERCENTAGE,F,FEMALES,LV,LATVIA,2012,21.2
PERCENTAGE,F,FEMALES,LV,LATVIA,2013,23.2
PERCENTAGE,F,FEMALES,LV,LATVIA,2014,26.1
PERCENTAGE,F,FEMALES,LV,LATVIA,2015,27.6
PERCENTAGE,F,FEMALES,LV,LATVIA,2016,26.7
PERCENTAGE,F,FEMALES,LV,LATVIA,2017,25.7
PERCENTAGE,F,FEMALES,LV,LATVIA,2018,20.1
PERCENTAGE,F,FEMALES,LV,LATVIA,2019,24.1
PERCENTAGE,F,FEMALES,LV,LATVIA,2020,23.5
PERCENTAGE,F,FEMALES,LV,LATVIA,2021,22.5
PERCENTAGE,F,FEMALES,LV,LATVIA,2022,22.8
PERCENTAGE,F,FEMALES,LV,LATVIA,2023,23.9
PERCENTAGE,F,FEMALES,LV,LATVIA,2024,26.8
PERCENTAGE,F,FEMALES,ME,MONTENEGRO,2012,33.0
PERCENTAGE,F,FEMALES,ME,MONTENEGRO,2013,27.1
PERCENTAGE,F,FEMALES,ME,MONTENEGRO,2017,29.4
PERCENTAGE,F,FEMALES,ME,MONTENEGRO,2018,27.6
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2011,23.0
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2012,23.9
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2013,26.5
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2014,28.8
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2015,21.7
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2016,27.3
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2017,27.0
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2018,24.1
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2019,24.4
PERCENTAGE,F,FEMALES,MK,NORTH MACEDONIA,2020,23.3
PERCENTAGE,F,FEMALES,MT,MALTA,2005,18.0
PERCENTAGE,F,FEMALES,MT,MALTA,2006,26.7
PERCENTAGE,F,FEMALES,MT,MALTA,2007,23.2
PERCENTAGE,F,FEMALES,MT,MALTA,2008,21.6
PERCENTAGE,F,FEMALES,MT,MALTA,2009,24.1
PERCENTAGE,F,FEMALES,MT,MALTA,2010,28.4
PERCENTAGE,F,FEMALES,MT,MALTA,2011,17.2
PERCENTAGE,F,FEMALES,MT,MALTA,2012,10.4
PERCENTAGE,F,FEMALES,MT,MALTA,2013,13.9
PERCENTAGE,F,FEMALES,MT,MALTA,2014,15.2
PERCENTAGE,F,FEMALES,MT,MALTA,2015,17.0
PERCENTAGE,F,FEMALES,MT,MALTA,2016,12.3
PERCENTAGE,F,FEMALES,MT,MALTA,2017,10.8
PERCENTAGE,F,FEMALES,MT,MALTA,2018,18.0
PERCENTAGE,F,FEMALES,MT,MALTA,2019,11.2
PERCENTAGE,F,FEMALES,MT,MALTA,2020,10.5
PERCENTAGE,F,FEMALES,MT,MALTA,2021,22.0
PERCENTAGE,F,FEMALES,MT,MALTA,2022,17.8
PERCENTAGE,F,FEMALES,MT,MALTA,2023,13.5
PERCENTAGE,F,FEMALES,MT,MALTA,2024,14.7
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2004,13.6
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2005,13.6
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2006,15.5
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2007,15.3
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2008,15.6
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2009,15.4
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2010,14.6
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2011,12.9
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2012,13.1
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2013,14.3
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2014,13.2
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2015,13.9
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2016,15.0
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2017,16.3
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2018,15.9
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2019,17.3
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2020,17.6
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2021,17.5
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2022,19.4
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2023,18.9
PERCENTAGE,F,FEMALES,NL,NETHERLANDS,2024,18.7
PERCENTAGE,F,FEMALES,NO,NORWAY,2011,16.6
PERCENTAGE,F,FEMALES,NO,NORWAY,2012,16.1
PERCENTAGE,F,FEMALES,NO,NORWAY,2013,16.0
PERCENTAGE,F,FEMALES,NO,NORWAY,2014,16.6
PERCENTAGE,F,FEMALES,NO,NORWAY,2015,18.8
PERCENTAGE,F,FEMALES,NO,NORWAY,2016,17.2
PERCENTAGE,F,FEMALES,NO,NORWAY,2017,18.7
PERCENTAGE,F,FEMALES,NO,NORWAY,2018,22.1
PERCENTAGE,F,FEMALES,NO,NORWAY,2019,20.6
PERCENTAGE,F,FEMALES,NO,NORWAY,2020,19.4
PERCENTAGE,F,FEMALES,NO,NORWAY,2021,19.1
PERCENTAGE,F,FEMALES,NO,NORWAY,2022,19.8
PERCENTAGE,F,FEMALES,NO,NORWAY,2023,21.7
PERCENTAGE,F,FEMALES,NO,NORWAY,2024,21.3
PERCENTAGE,F,FEMALES,PL,POLAND,2004,32.0
PERCENTAGE,F,FEMALES,PL,POLAND,2005,30.7
PERCENTAGE,F,FEMALES,PL,POLAND,2006,31.3
PERCENTAGE,F,FEMALES,PL,POLAND,2007,30.6
PERCENTAGE,F,FEMALES,PL,POLAND,2008,30.2
PERCENTAGE,F,FEMALES,PL,POLAND,2009,30.3
PERCENTAGE,F,FEMALES,PL,POLAND,2010,29.8
PERCENTAGE,F,FEMALES,PL,POLAND,2011,14.2
PERCENTAGE,F,FEMALES,PL,POLAND,2012,16.1
PERCENTAGE,F,FEMALES,PL,POLAND,2013,14.4
PERCENTAGE,F,FEMALES,PL,POLAND,2014,14.1
PERCENTAGE,F,FEMALES,PL,POLAND,2015,13.6
PERCENTAGE,F,FEMALES,PL,POLAND,2016,14.6
PERCENTAGE,F,FEMALES,PL,POLAND,2017,14.8
PERCENTAGE,F,FEMALES,PL,POLAND,2018,14.0
PERCENTAGE,F,FEMALES,PL,POLAND,2019,14.4
PERCENTAGE,F,FEMALES,PL,POLAND,2020,15.2
PERCENTAGE,F,FEMALES,PL,POLAND,2021,15.6
PERCENTAGE,F,FEMALES,PL,POLAND,2022,16.7
PERCENTAGE,F,FEMALES,PL,POLAND,2023,19.1
PERCENTAGE,F,FEMALES,PL,POLAND,2024,17.5
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2004,29.0
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2005,23.9
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2006,22.7
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2007,24.4
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2008,20.9
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2009,25.3
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2010,28.6
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2011,18.0
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2012,14.4
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2013,13.7
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2014,15.1
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2015,18.1
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2016,18.0
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2017,18.1
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2018,18.0
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2019,17.7
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2020,20.4
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2021,20.8
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2022,20.4
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2023,20.2
PERCENTAGE,F,FEMALES,PT,PORTUGAL,2024,22.7
PERCENTAGE,F,FEMALES,RO,ROMANIA,2005,32.2
PERCENTAGE,F,FEMALES,RO,ROMANIA,2006,31.1
PERCENTAGE,F,FEMALES,RO,ROMANIA,2007,28.5
PERCENTAGE,F,FEMALES,RO,ROMANIA,2008,32.3
PERCENTAGE,F,FEMALES,RO,ROMANIA,2009,32.3
PERCENTAGE,F,FEMALES,RO,ROMANIA,2010,29.3
PERCENTAGE,F,FEMALES,RO,ROMANIA,2011,21.7
PERCENTAGE,F,FEMALES,RO,ROMANIA,2012,21.3
PERCENTAGE,F,FEMALES,RO,ROMANIA,2013,23.5
PERCENTAGE,F,FEMALES,RO,ROMANIA,2014,21.5
PERCENTAGE,F,FEMALES,RO,ROMANIA,2015,27.3
PERCENTAGE,F,FEMALES,RO,ROMANIA,2016,26.3
PERCENTAGE,F,FEMALES,RO,ROMANIA,2017,25.7
PERCENTAGE,F,FEMALES,RO,ROMANIA,2018,23.7
PERCENTAGE,F,FEMALES,RO,ROMANIA,2019,23.5
PERCENTAGE,F,FEMALES,RO,ROMANIA,2020,26.1
PERCENTAGE,F,FEMALES,RO,ROMANIA,2021,25.9
PERCENTAGE,F,FEMALES,RO,ROMANIA,2022,25.2
PERCENTAGE,F,FEMALES,RO,ROMANIA,2023,26.0
PERCENTAGE,F,FEMALES,RO,ROMANIA,2024,27.3
PERCENTAGE,F,FEMALES,RS,SERBIA,2013,18.5
PERCENTAGE,F,FEMALES,RS,SERBIA,2014,14.9
PERCENTAGE,F,FEMALES,RS,SERBIA,2015,17.2
PERCENTAGE,F,FEMALES,RS,SERBIA,2016,20.8
PERCENTAGE,F,FEMALES,RS,SERBIA,2017,22.2
PERCENTAGE,F,FEMALES,RS,SERBIA,2018,19.3
PERCENTAGE,F,FEMALES,RS,SERBIA,2019,21.6
PERCENTAGE,F,FEMALES,RS,SERBIA,2020,25.0
PERCENTAGE,F,FEMALES,RS,SERBIA,2021,24.3
PERCENTAGE,F,FEMALES,RS,SERBIA,2022,24.0
PERCENTAGE,F,FEMALES,RS,SERBIA,2023,22.3
PERCENTAGE,F,FEMALES,RS,SERBIA,2024,22.5
PERCENTAGE,F,FEMALES,SE,SWEDEN,2004,21.3
PERCENTAGE,F,FEMALES,SE,SWEDEN,2005,21.4
PERCENTAGE,F,FEMALES,SE,SWEDEN,2006,21.6
PERCENTAGE,F,FEMALES,SE,SWEDEN,2007,21.4
PERCENTAGE,F,FEMALES,SE,SWEDEN,2008,21.2
PERCENTAGE,F,FEMALES,SE,SWEDEN,2009,21.2
PERCENTAGE,F,FEMALES,SE,SWEDEN,2010,20.9
PERCENTAGE,F,FEMALES,SE,SWEDEN,2011,19.0
PERCENTAGE,F,FEMALES,SE,SWEDEN,2012,19.4
PERCENTAGE,F,FEMALES,SE,SWEDEN,2013,19.6
PERCENTAGE,F,FEMALES,SE,SWEDEN,2014,19.1
PERCENTAGE,F,FEMALES,SE,SWEDEN,2015,18.9
PERCENTAGE,F,FEMALES,SE,SWEDEN,2016,20.8
PERCENTAGE,F,FEMALES,SE,SWEDEN,2017,20.9
PERCENTAGE,F,FEMALES,SE,SWEDEN,2018,20.9
PERCENTAGE,F,FEMALES,SE,SWEDEN,2019,20.5
PERCENTAGE,F,FEMALES,SE,SWEDEN,2020,21.3
PERCENTAGE,F,FEMALES,SE,SWEDEN,2021,21.8
PERCENTAGE,F,FEMALES,SE,SWEDEN,2022,23.0
PERCENTAGE,F,FEMALES,SE,SWEDEN,2023,22.8
PERCENTAGE,F,FEMALES,SE,SWEDEN,2024,24.0
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2004,30.7
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2005,29.5
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2006,26.2
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2007,24.7
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2008,26.3
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2009,24.1
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2010,25.5
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2011,15.7
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2012,14.2
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2013,12.7
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2014,13.5
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2015,16.1
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2016,17.3
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2017,16.4
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2018,16.6
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2019,19.5
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2020,17.2
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2021,16.6
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2022,17.6
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2023,17.1
PERCENTAGE,F,FEMALES,SI,SLOVENIA,2024,19.2
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2004,32.9
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2005,30.8
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2006,32.1
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2007,33.5
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2008,32.7
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2009,32.5
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2010,34.8
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2011,17.5
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2012,13.4
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2013,9.1
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2014,12.1
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2015,12.0
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2016,9.7
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2017,14.4
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2018,13.1
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2019,14.0
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2020,15.8
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2021,14.9
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2022,14.9
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2023,17.4
PERCENTAGE,F,FEMALES,SK,SLOVAKIA,2024,17.2
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2011,14.0
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2012,14.1
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2013,14.8
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2014,15.0
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2015,14.4
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2016,13.6
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2017,13.4
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2018,14.4
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2019,13.4
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2020,16.7
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2021,17.1
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2022,19.6
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2023,20.5
PERCENTAGE,F,FEMALES,TR,TÜRKIYE,2024,21.8
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2011,17.9
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2012,17.4
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2013,15.8
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2014,16.5
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2015,17.2
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2016,16.5
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2017,17.6
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2018,17.0
PERCENTAGE,F,FEMALES,UK,UNITED KINGDOM,2019,17.1
PERCENTAGE,M,MALES,AT,AUSTRIA,2004,77.9
PERCENTAGE,M,MALES,AT,AUSTRIA,2005,80.0
PERCENTAGE,M,MALES,AT,AUSTRIA,2006,80.3
PERCENTAGE,M,MALES,AT,AUSTRIA,2007,79.1
PERCENTAGE,M,MALES,AT,AUSTRIA,2008,82.4
PERCENTAGE,M,MALES,AT,AUSTRIA,2009,81.2
PERCENTAGE,M,MALES,AT,AUSTRIA,2010,80.9
PERCENTAGE,M,MALES,AT,AUSTRIA,2011,86.8
PERCENTAGE,M,MALES,AT,AUSTRIA,2012,83.2
PERCENTAGE,M,MALES,AT,AUSTRIA,2013,85.8
PERCENTAGE,M,MALES,AT,AUSTRIA,2014,86.6
PERCENTAGE,M,MALES,AT,AUSTRIA,2015,85.7
PERCENTAGE,M,MALES,AT,AUSTRIA,2016,82.9
PERCENTAGE,M,MALES,AT,AUSTRIA,2017,84.3
PERCENTAGE,M,MALES,AT,AUSTRIA,2018,81.6
PERCENTAGE,M,MALES,AT,AUSTRIA,2019,79.6
PERCENTAGE,M,MALES,AT,AUSTRIA,2020,79.7
PERCENTAGE,M,MALES,AT,AUSTRIA,2021,81.0
PERCENTAGE,M,MALES,AT,AUSTRIA,2022,80.7
PERCENTAGE,M,MALES,AT,AUSTRIA,2023,80.5
PERCENTAGE,M,MALES,AT,AUSTRIA,2024,78.9
PERCENTAGE,M,MALES,BA,BOSNIA AND HERZEGOVINA,2021,82.2
PERCENTAGE,M,MALES,BA,BOSNIA AND HERZEGOVINA,2022,75.6
PERCENTAGE,M,MALES,BA,BOSNIA AND HERZEGOVINA,2023,80.5
PERCENTAGE,M,MALES,BA,BOSNIA AND HERZEGOVINA,2024,79.7
PERCENTAGE,M,MALES,BE,BELGIUM,2004,84.9
PERCENTAGE,M,MALES,BE,BELGIUM,2005,81.9
PERCENTAGE,M,MALES,BE,BELGIUM,2006,82.8
PERCENTAGE,M,MALES,BE,BELGIUM,2007,81.3
PERCENTAGE,M,MALES,BE,BELGIUM,2008,82.7
PERCENTAGE,M,MALES,BE,BELGIUM,2009,81.7
PERCENTAGE,M,MALES,BE,BELGIUM,2010,80.9
PERCENTAGE,M,MALES,BE,BELGIUM,2011,83.4
PERCENTAGE,M,MALES,BE,BELGIUM,2012,82.9
PERCENTAGE,M,MALES,BE,BELGIUM,2013,84.5
PERCENTAGE,M,MALES,BE,BELGIUM,2014,84.8
PERCENTAGE,M,MALES,BE,BELGIUM,2015,84.9
PERCENTAGE,M,MALES,BE,BELGIUM,2016,85.9
PERCENTAGE,M,MALES,BE,BELGIUM,2017,84.4
PERCENTAGE,M,MALES,BE,BELGIUM,2018,83.2
PERCENTAGE,M,MALES,BE,BELGIUM,2019,82.8
PERCENTAGE,M,MALES,BE,BELGIUM,2020,82.6
PERCENTAGE,M,MALES,BE,BELGIUM,2021,80.4
PERCENTAGE,M,MALES,BE,BELGIUM,2022,81.3
PERCENTAGE,M,MALES,BE,BELGIUM,2023,80.6
PERCENTAGE,M,MALES,BE,BELGIUM,2024,81.0
PERCENTAGE,M,MALES,BG,BULGARIA,2004,73.7
PERCENTAGE,M,MALES,BG,BULGARIA,2005,73.6
PERCENTAGE,M,MALES,BG,BULGARIA,2006,71.8
PERCENTAGE,M,MALES,BG,BULGARIA,2007,71.1
PERCENTAGE,M,MALES,BG,BULGARIA,2008,68.7
PERCENTAGE,M,MALES,BG,BULGARIA,2009,69.4
PERCENTAGE,M,MALES,BG,BULGARIA,2010,68.9
PERCENTAGE,M,MALES,BG,BULGARIA,2011,66.8
PERCENTAGE,M,MALES,BG,BULGARIA,2012,67.5
PERCENTAGE,M,MALES,BG,BULGARIA,2013,70.1
PERCENTAGE,M,MALES,BG,BULGARIA,2014,68.2
PERCENTAGE,M,MALES,BG,BULGARIA,2015,68.9
PERCENTAGE,M,MALES,BG,BULGARIA,2016,70.8
PERCENTAGE,M,MALES,BG,BULGARIA,2017,70.7
PERCENTAGE,M,MALES,BG,BULGARIA,2018,69.8
PERCENTAGE,M,MALES,BG,BULGARIA,2019,71.7
PERCENTAGE,M,MALES,BG,BULGARIA,2020,71.6
PERCENTAGE,M,MALES,BG,BULGARIA,2021,71.8
PERCENTAGE,M,MALES,BG,BULGARIA,2022,71.1
PERCENTAGE,M,MALES,BG,BULGARIA,2023,70.9
PERCENTAGE,M,MALES,BG,BULGARIA,2024,73.0
PERCENTAGE,M,MALES,CH,SWITZERLAND,2011,87.4
PERCENTAGE,M,MALES,CH,SWITZERLAND,2012,86.7
PERCENTAGE,M,MALES,CH,SWITZERLAND,2013,85.8
PERCENTAGE,M,MALES,CH,SWITZERLAND,2014,86.2
PERCENTAGE,M,MALES,CH,SWITZERLAND,2015,85.8
PERCENTAGE,M,MALES,CH,SWITZERLAND,2016,85.0
PERCENTAGE,M,MALES,CH,SWITZERLAND,2017,84.8
PERCENTAGE,M,MALES,CH,SWITZERLAND,2018,85.5
PERCENTAGE,M,MALES,CH,SWITZERLAND,2019,83.4
PERCENTAGE,M,MALES,CH,SWITZERLAND,2020,83.7
PERCENTAGE,M,MALES,CH,SWITZERLAND,2021,83.6
PERCENTAGE,M,MALES,CH,SWITZERLAND,2022,84.0
PERCENTAGE,M,MALES,CH,SWITZERLAND,2023,83.4
PERCENTAGE,M,MALES,CH,SWITZERLAND,2024,82.1
PERCENTAGE,M,MALES,CY,CYPRUS,2004,86.6
PERCENTAGE,M,MALES,CY,CYPRUS,2005,79.1
PERCENTAGE,M,MALES,CY,CYPRUS,2006,81.5
PERCENTAGE,M,MALES,CY,CYPRUS,2007,80.7
PERCENTAGE,M,MALES,CY,CYPRUS,2008,84.9
PERCENTAGE,M,MALES,CY,CYPRUS,2009,84.5
PERCENTAGE,M,MALES,CY,CYPRUS,2010,81.9
PERCENTAGE,M,MALES,CY,CYPRUS,2011,80.0
PERCENTAGE,M,MALES,CY,CYPRUS,2012,81.4
PERCENTAGE,M,MALES,CY,CYPRUS,2013,83.7
PERCENTAGE,M,MALES,CY,CYPRUS,2014,84.4
PERCENTAGE,M,MALES,CY,CYPRUS,2015,79.2
PERCENTAGE,M,MALES,CY,CYPRUS,2016,76.3
PERCENTAGE,M,MALES,CY,CYPRUS,2017,81.8
PERCENTAGE,M,MALES,CY,CYPRUS,2018,81.1
PERCENTAGE,M,MALES,CY,CYPRUS,2019,82.0
PERCENTAGE,M,MALES,CY,CYPRUS,2020,82.2
PERCENTAGE,M,MALES,CY,CYPRUS,2021,80.8
PERCENTAGE,M,MALES,CY,CYPRUS,2022,78.3
PERCENTAGE,M,MALES,CY,CYPRUS,2023,76.4
PERCENTAGE,M,MALES,CY,CYPRUS,2024,76.3
PERCENTAGE,M,MALES,CZ,CZECHIA,2004,73.5
PERCENTAGE,M,MALES,CZ,CZECHIA,2005,71.7
PERCENTAGE,M,MALES,CZ,CZECHIA,2006,71.1
PERCENTAGE,M,MALES,CZ,CZECHIA,2007,71.4
PERCENTAGE,M,MALES,CZ,CZECHIA,2008,72.2
PERCENTAGE,M,MALES,CZ,CZECHIA,2009,76.5
PERCENTAGE,M,MALES,CZ,CZECHIA,2010,78.7
PERCENTAGE,M,MALES,CZ,CZECHIA,2011,89.3
PERCENTAGE,M,MALES,CZ,CZECHIA,2012,89.0
PERCENTAGE,M,MALES,CZ,CZECHIA,2013,89.4
PERCENTAGE,M,MALES,CZ,CZECHIA,2014,90.1
PERCENTAGE,M,MALES,CZ,CZECHIA,2015,90.2
PERCENTAGE,M,MALES,CZ,CZECHIA,2016,90.0
PERCENTAGE,M,MALES,CZ,CZECHIA,2017,89.9
PERCENTAGE,M,MALES,CZ,CZECHIA,2018,90.3
PERCENTAGE,M,MALES,CZ,CZECHIA,2019,89.8
PERCENTAGE,M,MALES,CZ,CZECHIA,2020,89.7
PERCENTAGE,M,MALES,CZ,CZECHIA,2021,90.0
PERCENTAGE,M,MALES,CZ,CZECHIA,2022,89.1
PERCENTAGE,M,MALES,CZ,CZECHIA,2023,87.6
PERCENTAGE,M,MALES,CZ,CZECHIA,2024,87.0
PERCENTAGE,M,MALES,DE,GERMANY,2004,78.5
PERCENTAGE,M,MALES,DE,GERMANY,2005,78.6
PERCENTAGE,M,MALES,DE,GERMANY,2006,78.7
PERCENTAGE,M,MALES,DE,GERMANY,2007,78.3
PERCENTAGE,M,MALES,DE,GERMANY,2008,78.8
