structure,structure_id,structure_name,freq,time_frequency,unit,unit_of_measure,age,age_class,geo,geopolitical_entity_reporting,time_period,time,obs_value,observation_value,obs_flag,observation_status_flag_v2_structure,conf_status,confidentiality_status_flag
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2011,,36.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2012,,36.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2013,,36.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2014,,35.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2015,,36.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2016,,35.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2017,,35.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2018,,36.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2019,,36.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2020,,38.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2021,,37.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2022,,38.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2023,,38.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DE,Germany,2024,,38.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2004,,29.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2005,,35.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2006,,32.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2007,,32.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2008,,32.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2009,,33.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2010,,29.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2011,,27.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2012,,26.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2013,,28.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2014,,26.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2015,,27.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2016,,28.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2017,,29.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2018,,32.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2019,,32.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2020,,31.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2021,,35.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2022,,37.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2023,,37.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,DK,Denmark,2024,,33.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2004,,28.4,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2005,,39.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2006,,49.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2007,,50.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2008,,43.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2009,,42.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2010,,47.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2011,,53.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2012,,48.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2013,,54.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2014,,53.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2015,,50.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2016,,47.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2017,,51.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2018,,54.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2019,,50.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2020,,46.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2021,,47.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2022,,53.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2023,,43.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EE,Estonia,2024,,42.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2004,,48.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2005,,47.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2006,,46.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2007,,47.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2008,,45.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2009,,47.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2010,,46.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2011,,39.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2012,,36.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2013,,37.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2014,,39.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2015,,36.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2016,,35.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2017,,32.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2018,,31.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2019,,29.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2020,,31.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2021,,30.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2022,,34.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2023,,33.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EL,Greece,2024,,34.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2004,,52.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2005,,53.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2006,,54.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2007,,53.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2008,,51.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2009,,48.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2010,,45.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2011,,45.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2012,,41.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2013,,38.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2014,,38.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2015,,34.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2016,,32.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2017,,32.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2018,,33.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2019,,32.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2020,,32.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2021,,32.5,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2022,,34.9,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2023,,36.7,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,ES,Spain,2024,,37.4,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2004,,43.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2005,,43.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2006,,43.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2007,,43.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2008,,42.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2009,,42.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2010,,40.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2011,,39.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2012,,38.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2013,,37.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2014,,37.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2015,,36.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2016,,35.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2017,,35.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2018,,35.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2019,,36.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2020,,36.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2021,,36.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2022,,36.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2023,,37.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,EU27_2020,European Union - 27 countries (from 2020),2024,,37.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2004,,45.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2005,,44.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2006,,43.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2007,,44.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2008,,43.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2009,,40.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2010,,38.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2011,,38.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2012,,36.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2013,,34.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2014,,31.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2015,,29.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2016,,29.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2017,,30.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2018,,31.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2019,,32.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2020,,29.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2021,,32.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2022,,33.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2023,,32.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y15-34,From 15 to 34 years,FI,Finland,2024,,31.7,,,,,
