structure,structure_id,structure_name,freq,time_frequency,unit,unit_of_measure,age,age_class,geo,geopolitical_entity_reporting,time_period,time,obs_value,observation_value,obs_flag,observation_status_flag_v2_structure,conf_status,confidentiality_status_flag
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2006,,45.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2007,,45.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2008,,46.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2009,,44.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2010,,49.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2011,,44.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2012,,46.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2013,,48.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2014,,49.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2015,,50.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2016,,46.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2017,,49.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2018,,53.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2019,,53.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2020,,55.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2021,,57.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2022,,58.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2023,,56.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PL,Poland,2024,,59.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2004,,45.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2005,,44.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2006,,46.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2007,,46.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2008,,45.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2009,,45.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2010,,48.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2011,,53.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2012,,54.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2013,,57.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2014,,57.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2015,,59.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2016,,62.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2017,,61.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2018,,57.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2019,,57.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2020,,60.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2021,,61.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2022,,58.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2023,,56.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,PT,Portugal,2024,,55.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2005,,57.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2006,,59.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2007,,55.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2008,,54.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2009,,54.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2010,,58.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2011,,49.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2012,,51.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2013,,48.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2014,,48.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2015,,48.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2016,,51.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2017,,52.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2018,,52.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2019,,52.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2020,,53.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2021,,52.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2022,,51.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2023,,58.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RO,Romania,2024,,61.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2013,,67.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2014,,64.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2015,,58.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2016,,60.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2017,,60.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2018,,56.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2019,,52.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2020,,49.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2021,,56.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2022,,57.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2023,,53.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,RS,Serbia,2024,,56.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2004,,64.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2005,,65.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2006,,66.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2007,,65.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2008,,66.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2009,,67.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2010,,68.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2011,,67.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2012,,67.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2013,,68.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2014,,69.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2015,,69.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2016,,69.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2017,,68.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2018,,68.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2019,,68.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2020,,68.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2021,,66.8,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2022,,65.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2023,,66.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SE,Sweden,2024,,67.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2004,,48.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2005,,57.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2006,,55.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2007,,54.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2008,,51.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2009,,49.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2010,,51.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2011,,57.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2012,,59.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2013,,54.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2014,,59.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2015,,58.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2016,,64.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2017,,64.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2018,,63.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2019,,63.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2020,,59.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2021,,65.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2022,,66.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2023,,65.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SI,Slovenia,2024,,61.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2004,,48.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2005,,46.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2006,,43.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2007,,44.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2008,,45.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2009,,47.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2010,,50.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2011,,44.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2012,,46.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2013,,47.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2014,,49.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2015,,50.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2016,,53.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2017,,55.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2018,,52.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2019,,56.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2020,,60.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2021,,61.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2022,,60.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2023,,66.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,SK,Slovakia,2024,,68.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2011,,36.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2012,,32.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2013,,32.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2014,,32.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2015,,33.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2016,,35.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2017,,36.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,PC,Percentage,Y35-74,From 35 to 74 years,TR,Türkiye,2018,,38.8,,e,estimated,,
