unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,Geopolitical entity (reporting)
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2025-Q1,9.0,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2025-Q2,8.9,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2019-Q4,12.4,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2020-Q1,12.8,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2020-Q2,12.5,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2020-Q3,12.2,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2020-Q4,11.7,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2021-Q1,11.1,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2021-Q2,10.6,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2021-Q3,10.1,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2021-Q4,9.6,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2022-Q1,9.5,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2022-Q2,9.5,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2022-Q3,9.9,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2022-Q4,10.1,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2023-Q1,10.2,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2023-Q2,9.8,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2023-Q3,9.3,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2023-Q4,8.7,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2024-Q1,7.9,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2024-Q2,8.1,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2024-Q3,8.2,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2024-Q4,8.3,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2025-Q1,8.4,United Kingdom
PERCENTAGE,GB,BEDFORDSHIRE AND HERTFORDSHIRE (NUTS 2021),2025-Q2,8.4,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2019-Q4,9.0,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2020-Q1,9.7,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2020-Q2,9.5,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2020-Q3,9.7,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2020-Q4,9.9,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2021-Q1,9.5,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2021-Q2,9.2,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2021-Q3,8.7,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2021-Q4,8.5,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2022-Q1,8.7,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2022-Q2,8.7,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2022-Q3,8.7,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2022-Q4,8.5,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2023-Q1,8.2,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2023-Q2,7.9,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2023-Q3,7.5,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2023-Q4,7.5,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2024-Q1,7.1,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2024-Q2,7.2,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2024-Q3,7.4,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2024-Q4,7.1,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2025-Q1,6.9,United Kingdom
PERCENTAGE,GB,ESSEX (NUTS 2021),2025-Q2,7.1,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2019-Q4,11.0,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2020-Q1,14.2,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2020-Q2,13.4,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2020-Q3,13.0,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2020-Q4,12.9,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2021-Q1,13.4,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2021-Q2,13.0,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2021-Q3,11.8,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2021-Q4,11.3,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2022-Q1,11.7,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2022-Q2,11.4,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2022-Q3,11.6,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2022-Q4,11.0,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2023-Q1,9.9,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2023-Q2,9.5,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2023-Q3,9.1,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2023-Q4,9.2,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2024-Q1,9.4,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2024-Q2,9.5,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2024-Q3,10.6,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2024-Q4,11.9,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2025-Q1,12.1,United Kingdom
PERCENTAGE,GB,INNER LONDON - WEST (NUTS 2021),2025-Q2,12.8,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2019-Q4,5.2,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2020-Q1,10.3,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2020-Q2,9.6,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2020-Q3,6.9,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2020-Q4,7.3,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2021-Q1,11.2,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2021-Q2,10.6,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2021-Q3,9.9,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2021-Q4,9.6,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2022-Q1,9.3,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2022-Q2,9.1,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2022-Q3,9.2,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2022-Q4,8.6,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2023-Q1,8.1,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2023-Q2,7.6,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2023-Q3,7.3,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2023-Q4,7.3,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2024-Q1,7.1,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2024-Q2,8.0,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2024-Q3,11.4,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2024-Q4,13.0,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2025-Q1,13.3,United Kingdom
PERCENTAGE,GB,INNER LONDON - EAST (NUTS 2021),2025-Q2,13.3,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2019-Q4,10.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2020-Q1,10.7,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2020-Q2,10.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2020-Q3,10.0,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2020-Q4,9.6,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2021-Q1,9.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2021-Q2,8.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2021-Q3,7.3,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2021-Q4,6.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2022-Q1,6.7,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2022-Q2,6.3,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2022-Q3,6.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2022-Q4,6.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2023-Q1,5.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2023-Q2,4.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2023-Q3,4.6,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2023-Q4,4.8,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2024-Q1,5.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2024-Q2,6.0,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2024-Q3,7.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2024-Q4,7.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2025-Q1,6.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - EAST AND NORTH EAST (NUTS 2021),2025-Q2,6.7,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2019-Q4,3.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2020-Q1,11.7,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2020-Q2,11.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2020-Q3,10.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2020-Q4,10.7,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2021-Q1,10.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2021-Q2,8.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2021-Q3,7.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2021-Q4,7.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2022-Q1,7.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2022-Q2,7.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2022-Q3,7.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2022-Q4,7.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2023-Q1,6.8,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2023-Q2,6.6,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2023-Q3,6.5,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2023-Q4,6.5,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2024-Q1,6.6,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2024-Q2,6.7,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2024-Q3,7.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2024-Q4,7.7,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2025-Q1,7.8,United Kingdom
PERCENTAGE,GB,OUTER LONDON - SOUTH (NUTS 2021),2025-Q2,8.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2019-Q4,11.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2020-Q1,12.6,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2020-Q2,12.3,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2020-Q3,12.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2020-Q4,11.5,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2021-Q1,10.8,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2021-Q2,9.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2021-Q3,9.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2021-Q4,9.0,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2022-Q1,9.3,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2022-Q2,9.3,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2022-Q3,9.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2022-Q4,9.0,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2023-Q1,8.0,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2023-Q2,7.4,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2023-Q3,7.2,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2023-Q4,7.1,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2024-Q1,7.3,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2024-Q2,8.0,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2024-Q3,8.5,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2024-Q4,8.8,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2025-Q1,8.9,United Kingdom
PERCENTAGE,GB,OUTER LONDON - WEST AND NORTH WEST (NUTS 2021),2025-Q2,9.0,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2019-Q4,15.3,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2020-Q1,15.4,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2020-Q2,15.1,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2020-Q3,15.0,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2020-Q4,14.8,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2021-Q1,14.4,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2021-Q2,13.6,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2021-Q3,12.5,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2021-Q4,11.4,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2022-Q1,11.1,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2022-Q2,11.0,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2022-Q3,11.3,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2022-Q4,11.5,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2023-Q1,11.9,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2023-Q2,11.4,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2023-Q3,10.8,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2023-Q4,10.4,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2024-Q1,9.2,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2024-Q2,9.3,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2024-Q3,9.8,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2024-Q4,9.6,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2025-Q1,9.7,United Kingdom
PERCENTAGE,GB,"BERKSHIRE, BUCKINGHAMSHIRE AND OXFORDSHIRE (NUTS 2021)",2025-Q2,9.7,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2019-Q4,11.1,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2020-Q1,11.3,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2020-Q2,11.1,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2020-Q3,11.0,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2020-Q4,10.9,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2021-Q1,10.9,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2021-Q2,10.9,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2021-Q3,10.3,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2021-Q4,9.9,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2022-Q1,9.3,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2022-Q2,8.5,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2022-Q3,8.6,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2022-Q4,8.6,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2023-Q1,8.4,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2023-Q2,8.0,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2023-Q3,7.5,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2023-Q4,7.1,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2024-Q1,6.9,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2024-Q2,7.2,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2024-Q3,7.7,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2024-Q4,7.9,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2025-Q1,8.0,United Kingdom
PERCENTAGE,GB,"SURREY, EAST AND WEST SUSSEX (NUTS 2021)",2025-Q2,8.1,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2019-Q4,13.2,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2020-Q1,15.7,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2020-Q2,15.4,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2020-Q3,15.3,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2020-Q4,15.0,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2021-Q1,14.6,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2021-Q2,13.2,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2021-Q3,11.7,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2021-Q4,10.6,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2022-Q1,10.4,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2022-Q2,10.2,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2022-Q3,11.6,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2022-Q4,12.7,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2023-Q1,12.8,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2023-Q2,12.9,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2023-Q3,11.3,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2023-Q4,9.7,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2024-Q1,9.1,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2024-Q2,9.3,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2024-Q3,9.7,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2024-Q4,10.0,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2025-Q1,10.3,United Kingdom
PERCENTAGE,GB,HAMPSHIRE AND ISLE OF WIGHT (NUTS 2021),2025-Q2,10.5,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2019-Q4,8.4,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2020-Q1,10.5,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2020-Q2,10.2,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2020-Q3,9.8,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2020-Q4,9.2,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2021-Q1,9.4,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2021-Q2,10.0,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2021-Q3,9.7,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2021-Q4,9.4,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2022-Q1,9.2,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2022-Q2,8.7,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2022-Q3,8.9,United Kingdom
PERCENTAGE,GB,KENT (NUTS 2021),2022-Q4,8.9,United Kingdom
