unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,Geopolitical entity (reporting)
PERCENTAGE,IE,EASTERN AND MIDLAND,2020-Q1,20.3,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2020-Q2,20.2,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2020-Q3,19.8,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2020-Q4,20.7,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2021-Q1,21.3,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2021-Q2,20.7,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2021-Q3,19.9,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2021-Q4,18.3,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2022-Q1,17.3,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2022-Q2,16.4,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2022-Q3,16.5,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2022-Q4,16.5,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2023-Q1,15.9,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2023-Q2,15.2,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2023-Q3,14.7,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2023-Q4,13.9,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2024-Q1,13.7,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2024-Q2,13.5,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2024-Q3,13.0,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2024-Q4,13.0,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2025-Q1,12.9,Ireland
PERCENTAGE,IE,EASTERN AND MIDLAND,2025-Q2,13.0,Ireland
PERCENTAGE,IS,ICELAND,2023-Q4,4.6,Iceland
PERCENTAGE,IS,ICELAND,2024-Q1,5.3,Iceland
PERCENTAGE,IS,ICELAND,2024-Q2,4.2,Iceland
PERCENTAGE,IS,ICELAND,2024-Q3,6.1,Iceland
PERCENTAGE,IS,ICELAND,2024-Q4,11.4,Iceland
PERCENTAGE,IS,ICELAND,2025-Q1,17.7,Iceland
PERCENTAGE,IS,ICELAND,2025-Q2,16.8,Iceland
PERCENTAGE,IS,ÍSLAND,2023-Q4,4.9,Iceland
PERCENTAGE,IS,ÍSLAND,2024-Q1,5.9,Iceland
PERCENTAGE,IS,ÍSLAND,2024-Q2,4.4,Iceland
PERCENTAGE,IS,ÍSLAND,2024-Q3,5.0,Iceland
PERCENTAGE,IS,ÍSLAND,2024-Q4,13.0,Iceland
PERCENTAGE,IS,ÍSLAND,2025-Q1,22.3,Iceland
PERCENTAGE,IS,ÍSLAND,2025-Q2,18.4,Iceland
PERCENTAGE,IT,ITALY,2019-Q4,11.5,Italy
PERCENTAGE,IT,ITALY,2020-Q1,11.9,Italy
PERCENTAGE,IT,ITALY,2020-Q2,12.0,Italy
PERCENTAGE,IT,ITALY,2020-Q3,12.0,Italy
PERCENTAGE,IT,ITALY,2020-Q4,12.3,Italy
PERCENTAGE,IT,ITALY,2021-Q1,12.2,Italy
PERCENTAGE,IT,ITALY,2021-Q2,11.5,Italy
PERCENTAGE,IT,ITALY,2021-Q3,10.9,Italy
PERCENTAGE,IT,ITALY,2021-Q4,9.7,Italy
PERCENTAGE,IT,ITALY,2022-Q1,9.0,Italy
PERCENTAGE,IT,ITALY,2022-Q2,8.9,Italy
PERCENTAGE,IT,ITALY,2022-Q3,8.9,Italy
PERCENTAGE,IT,ITALY,2022-Q4,8.8,Italy
PERCENTAGE,IT,ITALY,2023-Q1,8.4,Italy
PERCENTAGE,IT,ITALY,2023-Q2,8.1,Italy
PERCENTAGE,IT,ITALY,2023-Q3,8.0,Italy
PERCENTAGE,IT,ITALY,2023-Q4,7.8,Italy
PERCENTAGE,IT,ITALY,2024-Q1,7.9,Italy
PERCENTAGE,IT,ITALY,2024-Q2,7.8,Italy
PERCENTAGE,IT,ITALY,2024-Q3,7.3,Italy
PERCENTAGE,IT,ITALY,2024-Q4,7.0,Italy
PERCENTAGE,IT,ITALY,2025-Q1,7.1,Italy
PERCENTAGE,IT,ITALY,2025-Q2,8.7,Italy
PERCENTAGE,IT,PIEMONTE,2019-Q4,10.5,Italy
PERCENTAGE,IT,PIEMONTE,2020-Q1,11.0,Italy
PERCENTAGE,IT,PIEMONTE,2020-Q2,11.3,Italy
PERCENTAGE,IT,PIEMONTE,2020-Q3,11.1,Italy
PERCENTAGE,IT,PIEMONTE,2020-Q4,11.1,Italy
PERCENTAGE,IT,PIEMONTE,2021-Q1,10.7,Italy
PERCENTAGE,IT,PIEMONTE,2021-Q2,10.1,Italy
PERCENTAGE,IT,PIEMONTE,2021-Q3,9.7,Italy
PERCENTAGE,IT,PIEMONTE,2021-Q4,8.8,Italy
PERCENTAGE,IT,PIEMONTE,2022-Q1,8.4,Italy
PERCENTAGE,IT,PIEMONTE,2022-Q2,8.4,Italy
PERCENTAGE,IT,PIEMONTE,2022-Q3,8.6,Italy
PERCENTAGE,IT,PIEMONTE,2022-Q4,8.6,Italy
PERCENTAGE,IT,PIEMONTE,2023-Q1,8.4,Italy
PERCENTAGE,IT,PIEMONTE,2023-Q2,8.0,Italy
PERCENTAGE,IT,PIEMONTE,2023-Q3,7.8,Italy
PERCENTAGE,IT,PIEMONTE,2023-Q4,7.5,Italy
PERCENTAGE,IT,PIEMONTE,2024-Q1,7.3,Italy
PERCENTAGE,IT,PIEMONTE,2024-Q2,7.1,Italy
PERCENTAGE,IT,PIEMONTE,2024-Q3,6.7,Italy
PERCENTAGE,IT,PIEMONTE,2024-Q4,6.4,Italy
PERCENTAGE,IT,PIEMONTE,2025-Q1,6.4,Italy
PERCENTAGE,IT,PIEMONTE,2025-Q2,8.0,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2019-Q4,3.0,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2020-Q2,5.3,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2020-Q3,3.6,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2020-Q4,2.2,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q1,3.0,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q2,2.2,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q3,3.5,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q4,3.7,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q1,4.4,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q2,3.9,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q3,4.9,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q4,5.1,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q1,2.0,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q2,4.6,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q3,4.0,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q4,3.3,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q1,2.7,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q2,2.9,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q3,2.9,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q4,4.0,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2025-Q1,4.4,Italy
PERCENTAGE,IT,VALLE D’AOSTA/VALLÉE D’AOSTE,2025-Q2,4.9,Italy
PERCENTAGE,IT,LIGURIA,2019-Q4,9.2,Italy
PERCENTAGE,IT,LIGURIA,2020-Q1,9.0,Italy
PERCENTAGE,IT,LIGURIA,2020-Q2,9.0,Italy
PERCENTAGE,IT,LIGURIA,2020-Q3,9.0,Italy
PERCENTAGE,IT,LIGURIA,2020-Q4,9.4,Italy
PERCENTAGE,IT,LIGURIA,2021-Q1,9.6,Italy
PERCENTAGE,IT,LIGURIA,2021-Q2,9.4,Italy
PERCENTAGE,IT,LIGURIA,2021-Q3,9.4,Italy
PERCENTAGE,IT,LIGURIA,2021-Q4,9.0,Italy
PERCENTAGE,IT,LIGURIA,2022-Q1,8.2,Italy
PERCENTAGE,IT,LIGURIA,2022-Q2,7.9,Italy
PERCENTAGE,IT,LIGURIA,2022-Q3,7.5,Italy
PERCENTAGE,IT,LIGURIA,2022-Q4,7.6,Italy
PERCENTAGE,IT,LIGURIA,2023-Q1,7.2,Italy
PERCENTAGE,IT,LIGURIA,2023-Q2,7.1,Italy
PERCENTAGE,IT,LIGURIA,2023-Q3,7.2,Italy
PERCENTAGE,IT,LIGURIA,2023-Q4,7.2,Italy
PERCENTAGE,IT,LIGURIA,2024-Q1,7.8,Italy
PERCENTAGE,IT,LIGURIA,2024-Q2,8.0,Italy
PERCENTAGE,IT,LIGURIA,2024-Q3,7.4,Italy
PERCENTAGE,IT,LIGURIA,2024-Q4,7.2,Italy
PERCENTAGE,IT,LIGURIA,2025-Q1,7.3,Italy
PERCENTAGE,IT,LIGURIA,2025-Q2,9.5,Italy
PERCENTAGE,IT,LOMBARDIA,2019-Q4,13.7,Italy
PERCENTAGE,IT,LOMBARDIA,2020-Q1,14.1,Italy
PERCENTAGE,IT,LOMBARDIA,2020-Q2,14.3,Italy
PERCENTAGE,IT,LOMBARDIA,2020-Q3,14.3,Italy
PERCENTAGE,IT,LOMBARDIA,2020-Q4,14.6,Italy
PERCENTAGE,IT,LOMBARDIA,2021-Q1,14.4,Italy
PERCENTAGE,IT,LOMBARDIA,2021-Q2,13.5,Italy
PERCENTAGE,IT,LOMBARDIA,2021-Q3,12.8,Italy
PERCENTAGE,IT,LOMBARDIA,2021-Q4,11.2,Italy
PERCENTAGE,IT,LOMBARDIA,2022-Q1,10.6,Italy
PERCENTAGE,IT,LOMBARDIA,2022-Q2,10.3,Italy
PERCENTAGE,IT,LOMBARDIA,2022-Q3,10.4,Italy
PERCENTAGE,IT,LOMBARDIA,2022-Q4,10.2,Italy
PERCENTAGE,IT,LOMBARDIA,2023-Q1,9.5,Italy
PERCENTAGE,IT,LOMBARDIA,2023-Q2,9.2,Italy
PERCENTAGE,IT,LOMBARDIA,2023-Q3,8.9,Italy
PERCENTAGE,IT,LOMBARDIA,2023-Q4,8.6,Italy
PERCENTAGE,IT,LOMBARDIA,2024-Q1,8.6,Italy
PERCENTAGE,IT,LOMBARDIA,2024-Q2,8.4,Italy
PERCENTAGE,IT,LOMBARDIA,2024-Q3,7.9,Italy
PERCENTAGE,IT,LOMBARDIA,2024-Q4,7.7,Italy
PERCENTAGE,IT,LOMBARDIA,2025-Q1,7.8,Italy
PERCENTAGE,IT,LOMBARDIA,2025-Q2,9.1,Italy
PERCENTAGE,IT,ABRUZZO,2019-Q4,7.6,Italy
PERCENTAGE,IT,ABRUZZO,2020-Q1,7.1,Italy
PERCENTAGE,IT,ABRUZZO,2020-Q2,7.7,Italy
PERCENTAGE,IT,ABRUZZO,2020-Q3,7.9,Italy
PERCENTAGE,IT,ABRUZZO,2020-Q4,7.7,Italy
PERCENTAGE,IT,ABRUZZO,2021-Q1,8.5,Italy
PERCENTAGE,IT,ABRUZZO,2021-Q2,7.8,Italy
PERCENTAGE,IT,ABRUZZO,2021-Q3,7.4,Italy
PERCENTAGE,IT,ABRUZZO,2021-Q4,6.6,Italy
PERCENTAGE,IT,ABRUZZO,2022-Q1,6.1,Italy
PERCENTAGE,IT,ABRUZZO,2022-Q2,5.9,Italy
PERCENTAGE,IT,ABRUZZO,2022-Q3,6.0,Italy
PERCENTAGE,IT,ABRUZZO,2022-Q4,6.2,Italy
PERCENTAGE,IT,ABRUZZO,2023-Q1,6.2,Italy
PERCENTAGE,IT,ABRUZZO,2023-Q2,6.1,Italy
PERCENTAGE,IT,ABRUZZO,2023-Q3,5.7,Italy
PERCENTAGE,IT,ABRUZZO,2023-Q4,5.3,Italy
PERCENTAGE,IT,ABRUZZO,2024-Q1,5.4,Italy
PERCENTAGE,IT,ABRUZZO,2024-Q2,5.4,Italy
PERCENTAGE,IT,ABRUZZO,2024-Q3,5.4,Italy
PERCENTAGE,IT,ABRUZZO,2024-Q4,5.8,Italy
PERCENTAGE,IT,ABRUZZO,2025-Q1,5.8,Italy
PERCENTAGE,IT,ABRUZZO,2025-Q2,8.9,Italy
PERCENTAGE,IT,MOLISE,2019-Q4,1.4,Italy
PERCENTAGE,IT,MOLISE,2020-Q1,5.6,Italy
PERCENTAGE,IT,MOLISE,2020-Q2,3.7,Italy
PERCENTAGE,IT,MOLISE,2020-Q3,5.7,Italy
PERCENTAGE,IT,MOLISE,2020-Q4,7.7,Italy
PERCENTAGE,IT,MOLISE,2021-Q1,8.7,Italy
PERCENTAGE,IT,MOLISE,2021-Q2,3.4,Italy
PERCENTAGE,IT,MOLISE,2021-Q3,4.5,Italy
PERCENTAGE,IT,MOLISE,2021-Q4,6.4,Italy
PERCENTAGE,IT,MOLISE,2022-Q1,5.8,Italy
PERCENTAGE,IT,MOLISE,2022-Q2,7.3,Italy
PERCENTAGE,IT,MOLISE,2022-Q3,6.2,Italy
PERCENTAGE,IT,MOLISE,2022-Q4,5.7,Italy
PERCENTAGE,IT,MOLISE,2023-Q1,3.7,Italy
PERCENTAGE,IT,MOLISE,2023-Q2,6.4,Italy
PERCENTAGE,IT,MOLISE,2023-Q3,5.1,Italy
PERCENTAGE,IT,MOLISE,2023-Q4,5.9,Italy
PERCENTAGE,IT,MOLISE,2024-Q1,6.9,Italy
PERCENTAGE,IT,MOLISE,2024-Q2,7.4,Italy
PERCENTAGE,IT,MOLISE,2024-Q3,6.4,Italy
PERCENTAGE,IT,MOLISE,2024-Q4,7.1,Italy
PERCENTAGE,IT,MOLISE,2025-Q1,8.8,Italy
PERCENTAGE,IT,MOLISE,2025-Q2,9.1,Italy
PERCENTAGE,IT,CAMPANIA,2019-Q4,11.8,Italy
PERCENTAGE,IT,CAMPANIA,2020-Q1,11.6,Italy
PERCENTAGE,IT,CAMPANIA,2020-Q2,12.2,Italy
PERCENTAGE,IT,CAMPANIA,2020-Q3,12.6,Italy
PERCENTAGE,IT,CAMPANIA,2020-Q4,13.2,Italy
PERCENTAGE,IT,CAMPANIA,2021-Q1,14.1,Italy
PERCENTAGE,IT,CAMPANIA,2021-Q2,13.3,Italy
PERCENTAGE,IT,CAMPANIA,2021-Q3,12.9,Italy
PERCENTAGE,IT,CAMPANIA,2021-Q4,12.2,Italy
PERCENTAGE,IT,CAMPANIA,2022-Q1,11.1,Italy
PERCENTAGE,IT,CAMPANIA,2022-Q2,10.5,Italy
PERCENTAGE,IT,CAMPANIA,2022-Q3,10.7,Italy
PERCENTAGE,IT,CAMPANIA,2022-Q4,10.3,Italy
PERCENTAGE,IT,CAMPANIA,2023-Q1,9.7,Italy
PERCENTAGE,IT,CAMPANIA,2023-Q2,9.6,Italy
PERCENTAGE,IT,CAMPANIA,2023-Q3,9.4,Italy
PERCENTAGE,IT,CAMPANIA,2023-Q4,8.6,Italy
PERCENTAGE,IT,CAMPANIA,2024-Q1,10.1,Italy
PERCENTAGE,IT,CAMPANIA,2024-Q2,9.7,Italy
PERCENTAGE,IT,CAMPANIA,2024-Q3,9.2,Italy
PERCENTAGE,IT,CAMPANIA,2024-Q4,8.7,Italy
PERCENTAGE,IT,CAMPANIA,2025-Q1,9.4,Italy
PERCENTAGE,IT,CAMPANIA,2025-Q2,10.7,Italy
PERCENTAGE,IT,PUGLIA,2019-Q4,8.7,Italy
PERCENTAGE,IT,PUGLIA,2020-Q1,9.1,Italy
PERCENTAGE,IT,PUGLIA,2020-Q2,9.4,Italy
PERCENTAGE,IT,PUGLIA,2020-Q3,10.1,Italy
PERCENTAGE,IT,PUGLIA,2020-Q4,10.6,Italy
PERCENTAGE,IT,PUGLIA,2021-Q1,11.1,Italy
PERCENTAGE,IT,PUGLIA,2021-Q2,10.6,Italy
PERCENTAGE,IT,PUGLIA,2021-Q3,10.1,Italy
PERCENTAGE,IT,PUGLIA,2021-Q4,9.5,Italy
PERCENTAGE,IT,PUGLIA,2022-Q1,8.9,Italy
PERCENTAGE,IT,PUGLIA,2022-Q2,9.0,Italy
PERCENTAGE,IT,PUGLIA,2022-Q3,9.1,Italy
PERCENTAGE,IT,PUGLIA,2022-Q4,9.3,Italy
PERCENTAGE,IT,PUGLIA,2023-Q1,9.2,Italy
PERCENTAGE,IT,PUGLIA,2023-Q2,9.1,Italy
PERCENTAGE,IT,PUGLIA,2023-Q3,9.1,Italy
PERCENTAGE,IT,PUGLIA,2023-Q4,8.9,Italy
PERCENTAGE,IT,PUGLIA,2024-Q1,8.9,Italy
PERCENTAGE,IT,PUGLIA,2024-Q2,9.0,Italy
PERCENTAGE,IT,PUGLIA,2024-Q3,8.5,Italy
PERCENTAGE,IT,PUGLIA,2024-Q4,8.1,Italy
PERCENTAGE,IT,PUGLIA,2025-Q1,9.0,Italy
PERCENTAGE,IT,PUGLIA,2025-Q2,10.8,Italy
PERCENTAGE,IT,BASILICATA,2019-Q4,3.4,Italy
PERCENTAGE,IT,BASILICATA,2020-Q1,6.6,Italy
PERCENTAGE,IT,BASILICATA,2020-Q2,6.1,Italy
PERCENTAGE,IT,BASILICATA,2020-Q3,6.2,Italy
PERCENTAGE,IT,BASILICATA,2020-Q4,6.4,Italy
PERCENTAGE,IT,BASILICATA,2021-Q1,6.6,Italy
PERCENTAGE,IT,BASILICATA,2021-Q2,6.8,Italy
PERCENTAGE,IT,BASILICATA,2021-Q3,6.6,Italy
PERCENTAGE,IT,BASILICATA,2021-Q4,6.3,Italy
PERCENTAGE,IT,BASILICATA,2022-Q1,7.3,Italy
PERCENTAGE,IT,BASILICATA,2022-Q2,9.3,Italy
PERCENTAGE,IT,BASILICATA,2022-Q3,9.1,Italy
PERCENTAGE,IT,BASILICATA,2022-Q4,9.3,Italy
PERCENTAGE,IT,BASILICATA,2023-Q1,8.6,Italy
PERCENTAGE,IT,BASILICATA,2023-Q2,8.7,Italy
PERCENTAGE,IT,BASILICATA,2023-Q3,8.2,Italy
PERCENTAGE,IT,BASILICATA,2023-Q4,7.4,Italy
PERCENTAGE,IT,BASILICATA,2024-Q1,8.2,Italy
PERCENTAGE,IT,BASILICATA,2024-Q2,8.0,Italy
PERCENTAGE,IT,BASILICATA,2024-Q3,6.8,Italy
PERCENTAGE,IT,BASILICATA,2024-Q4,5.7,Italy
PERCENTAGE,IT,BASILICATA,2025-Q1,6.6,Italy
PERCENTAGE,IT,BASILICATA,2025-Q2,8.0,Italy
PERCENTAGE,IT,CALABRIA,2019-Q4,1.7,Italy
PERCENTAGE,IT,CALABRIA,2020-Q1,6.5,Italy
PERCENTAGE,IT,CALABRIA,2020-Q2,7.8,Italy
PERCENTAGE,IT,CALABRIA,2020-Q3,7.6,Italy
PERCENTAGE,IT,CALABRIA,2020-Q4,7.7,Italy
PERCENTAGE,IT,CALABRIA,2021-Q1,7.7,Italy
PERCENTAGE,IT,CALABRIA,2021-Q2,6.8,Italy
PERCENTAGE,IT,CALABRIA,2021-Q3,6.9,Italy
PERCENTAGE,IT,CALABRIA,2021-Q4,6.5,Italy
PERCENTAGE,IT,CALABRIA,2022-Q1,5.8,Italy
PERCENTAGE,IT,CALABRIA,2022-Q2,5.7,Italy
PERCENTAGE,IT,CALABRIA,2022-Q3,6.0,Italy
PERCENTAGE,IT,CALABRIA,2022-Q4,6.1,Italy
PERCENTAGE,IT,CALABRIA,2023-Q1,6.3,Italy
PERCENTAGE,IT,CALABRIA,2023-Q2,6.3,Italy
PERCENTAGE,IT,CALABRIA,2023-Q3,6.6,Italy
PERCENTAGE,IT,CALABRIA,2023-Q4,7.0,Italy
PERCENTAGE,IT,CALABRIA,2024-Q1,7.2,Italy
PERCENTAGE,IT,CALABRIA,2024-Q2,7.2,Italy
PERCENTAGE,IT,CALABRIA,2024-Q3,6.8,Italy
PERCENTAGE,IT,CALABRIA,2024-Q4,5.6,Italy
PERCENTAGE,IT,CALABRIA,2025-Q1,7.1,Italy
PERCENTAGE,IT,CALABRIA,2025-Q2,8.6,Italy
PERCENTAGE,IT,SICILIA,2019-Q4,2.6,Italy
PERCENTAGE,IT,SICILIA,2020-Q1,6.2,Italy
PERCENTAGE,IT,SICILIA,2020-Q2,6.7,Italy
PERCENTAGE,IT,SICILIA,2020-Q3,7.0,Italy
PERCENTAGE,IT,SICILIA,2020-Q4,7.7,Italy
PERCENTAGE,IT,SICILIA,2021-Q1,8.6,Italy
PERCENTAGE,IT,SICILIA,2021-Q2,8.2,Italy
PERCENTAGE,IT,SICILIA,2021-Q3,8.0,Italy
PERCENTAGE,IT,SICILIA,2021-Q4,7.7,Italy
PERCENTAGE,IT,SICILIA,2022-Q1,7.9,Italy
PERCENTAGE,IT,SICILIA,2022-Q2,7.9,Italy
PERCENTAGE,IT,SICILIA,2022-Q3,8.4,Italy
PERCENTAGE,IT,SICILIA,2022-Q4,8.3,Italy
PERCENTAGE,IT,SICILIA,2023-Q1,7.5,Italy
PERCENTAGE,IT,SICILIA,2023-Q2,7.4,Italy
PERCENTAGE,IT,SICILIA,2023-Q3,7.0,Italy
PERCENTAGE,IT,SICILIA,2023-Q4,6.6,Italy
PERCENTAGE,IT,SICILIA,2024-Q1,6.6,Italy
PERCENTAGE,IT,SICILIA,2024-Q2,6.7,Italy
PERCENTAGE,IT,SICILIA,2024-Q3,6.6,Italy
PERCENTAGE,IT,SICILIA,2024-Q4,6.4,Italy
PERCENTAGE,IT,SICILIA,2025-Q1,7.0,Italy
PERCENTAGE,IT,SICILIA,2025-Q2,8.4,Italy
PERCENTAGE,IT,SARDEGNA,2019-Q4,2.3,Italy
PERCENTAGE,IT,SARDEGNA,2020-Q1,5.7,Italy
PERCENTAGE,IT,SARDEGNA,2020-Q2,6.8,Italy
PERCENTAGE,IT,SARDEGNA,2020-Q3,7.1,Italy
PERCENTAGE,IT,SARDEGNA,2020-Q4,8.2,Italy
PERCENTAGE,IT,SARDEGNA,2021-Q1,8.7,Italy
PERCENTAGE,IT,SARDEGNA,2021-Q2,8.1,Italy
PERCENTAGE,IT,SARDEGNA,2021-Q3,8.1,Italy
PERCENTAGE,IT,SARDEGNA,2021-Q4,7.1,Italy
PERCENTAGE,IT,SARDEGNA,2022-Q1,6.3,Italy
PERCENTAGE,IT,SARDEGNA,2022-Q2,6.4,Italy
PERCENTAGE,IT,SARDEGNA,2022-Q3,6.7,Italy
PERCENTAGE,IT,SARDEGNA,2022-Q4,6.1,Italy
PERCENTAGE,IT,SARDEGNA,2023-Q1,5.2,Italy
PERCENTAGE,IT,SARDEGNA,2023-Q2,5.3,Italy
PERCENTAGE,IT,SARDEGNA,2023-Q3,5.1,Italy
PERCENTAGE,IT,SARDEGNA,2023-Q4,4.9,Italy
PERCENTAGE,IT,SARDEGNA,2024-Q1,5.2,Italy
PERCENTAGE,IT,SARDEGNA,2024-Q2,4.9,Italy
PERCENTAGE,IT,SARDEGNA,2024-Q3,4.8,Italy
PERCENTAGE,IT,SARDEGNA,2024-Q4,4.8,Italy
PERCENTAGE,IT,SARDEGNA,2025-Q1,5.3,Italy
PERCENTAGE,IT,SARDEGNA,2025-Q2,8.2,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2019-Q4,8.9,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2020-Q1,8.8,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2020-Q2,8.8,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2020-Q3,8.5,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2020-Q4,8.2,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2021-Q1,8.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2021-Q2,8.2,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2021-Q3,7.9,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2021-Q4,7.8,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2022-Q1,7.9,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2022-Q2,8.0,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2022-Q3,8.0,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2022-Q4,8.0,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2023-Q1,7.2,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2023-Q2,6.7,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2023-Q3,7.0,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2023-Q4,7.1,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2024-Q1,7.5,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2024-Q2,7.7,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2024-Q3,7.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2024-Q4,8.3,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2025-Q1,9.6,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI BOLZANO/BOZEN,2025-Q2,10.9,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2019-Q4,1.9,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2020-Q1,8.0,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2020-Q2,8.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2020-Q3,8.5,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2020-Q4,9.1,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2021-Q1,9.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2021-Q2,9.1,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2021-Q3,8.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2021-Q4,7.6,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2022-Q1,7.5,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2022-Q2,7.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2022-Q3,7.6,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2022-Q4,7.6,Italy
