unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2023-Q3,6.5
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2023-Q4,6.0
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2024-Q1,5.6
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2024-Q2,5.4
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2024-Q3,5.5
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2024-Q4,5.4
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2025-Q1,5.4
PERCENTAGE,FRL0,PROVENCE-ALPES-CÔTE D’AZUR,2025-Q2,5.3
PERCENTAGE,FRM0,CORSE,2019-Q4,5.5
PERCENTAGE,FRM0,CORSE,2020-Q1,4.3
PERCENTAGE,FRM0,CORSE,2020-Q2,3.7
PERCENTAGE,FRM0,CORSE,2020-Q3,3.2
PERCENTAGE,FRM0,CORSE,2020-Q4,2.6
PERCENTAGE,FRM0,CORSE,2021-Q1,3.4
PERCENTAGE,FRM0,CORSE,2021-Q2,3.8
PERCENTAGE,FRM0,CORSE,2021-Q3,4.0
PERCENTAGE,FRM0,CORSE,2021-Q4,4.0
PERCENTAGE,FRM0,CORSE,2022-Q1,3.9
PERCENTAGE,FRM0,CORSE,2022-Q2,3.7
PERCENTAGE,FRM0,CORSE,2022-Q3,3.5
PERCENTAGE,FRM0,CORSE,2022-Q4,3.7
PERCENTAGE,FRM0,CORSE,2023-Q1,3.7
PERCENTAGE,FRM0,CORSE,2023-Q2,3.6
PERCENTAGE,FRM0,CORSE,2023-Q3,3.6
PERCENTAGE,FRM0,CORSE,2023-Q4,3.4
PERCENTAGE,FRM0,CORSE,2024-Q1,3.0
PERCENTAGE,FRM0,CORSE,2024-Q2,3.1
PERCENTAGE,FRM0,CORSE,2024-Q3,3.0
PERCENTAGE,FRM0,CORSE,2024-Q4,2.9
PERCENTAGE,FRM0,CORSE,2025-Q1,3.0
PERCENTAGE,FRM0,CORSE,2025-Q2,2.8
PERCENTAGE,FRY1,GUADELOUPE,2019-Q4,2.2
PERCENTAGE,FRY1,GUADELOUPE,2020-Q1,1.9
PERCENTAGE,FRY1,GUADELOUPE,2020-Q2,1.5
PERCENTAGE,FRY1,GUADELOUPE,2020-Q3,3.3
PERCENTAGE,FRY1,GUADELOUPE,2020-Q4,1.7
PERCENTAGE,FRY1,GUADELOUPE,2021-Q1,1.8
PERCENTAGE,FRY1,GUADELOUPE,2021-Q2,3.1
PERCENTAGE,FRY1,GUADELOUPE,2021-Q3,1.7
PERCENTAGE,FRY1,GUADELOUPE,2021-Q4,3.5
PERCENTAGE,FRY1,GUADELOUPE,2022-Q1,1.6
PERCENTAGE,FRY1,GUADELOUPE,2022-Q2,1.9
PERCENTAGE,FRY1,GUADELOUPE,2022-Q3,2.1
PERCENTAGE,FRY1,GUADELOUPE,2022-Q4,3.0
PERCENTAGE,FRY1,GUADELOUPE,2023-Q1,2.1
PERCENTAGE,FRY1,GUADELOUPE,2023-Q2,3.0
PERCENTAGE,FRY1,GUADELOUPE,2023-Q3,3.0
PERCENTAGE,FRY1,GUADELOUPE,2023-Q4,2.5
PERCENTAGE,FRY1,GUADELOUPE,2024-Q1,2.4
PERCENTAGE,FRY1,GUADELOUPE,2024-Q2,2.5
PERCENTAGE,FRY1,GUADELOUPE,2024-Q3,1.7
PERCENTAGE,FRY1,GUADELOUPE,2024-Q4,2.3
PERCENTAGE,FRY1,GUADELOUPE,2025-Q1,1.9
PERCENTAGE,FRY1,GUADELOUPE,2025-Q2,1.4
PERCENTAGE,FRY2,MARTINIQUE,2019-Q4,1.9
PERCENTAGE,FRY2,MARTINIQUE,2020-Q1,3.6
PERCENTAGE,FRY2,MARTINIQUE,2020-Q2,4.8
PERCENTAGE,FRY2,MARTINIQUE,2020-Q3,4.4
PERCENTAGE,FRY2,MARTINIQUE,2020-Q4,2.4
PERCENTAGE,FRY2,MARTINIQUE,2021-Q1,1.8
PERCENTAGE,FRY2,MARTINIQUE,2021-Q2,2.0
PERCENTAGE,FRY2,MARTINIQUE,2021-Q3,6.5
PERCENTAGE,FRY2,MARTINIQUE,2021-Q4,6.0
PERCENTAGE,FRY2,MARTINIQUE,2022-Q1,5.7
PERCENTAGE,FRY2,MARTINIQUE,2022-Q2,6.2
PERCENTAGE,FRY2,MARTINIQUE,2022-Q3,5.7
PERCENTAGE,FRY2,MARTINIQUE,2022-Q4,2.8
PERCENTAGE,FRY2,MARTINIQUE,2023-Q1,3.4
PERCENTAGE,FRY2,MARTINIQUE,2023-Q2,3.8
PERCENTAGE,FRY2,MARTINIQUE,2023-Q3,4.0
PERCENTAGE,FRY2,MARTINIQUE,2023-Q4,5.0
PERCENTAGE,FRY2,MARTINIQUE,2024-Q1,4.0
PERCENTAGE,FRY2,MARTINIQUE,2024-Q2,3.8
PERCENTAGE,FRY2,MARTINIQUE,2024-Q3,4.0
PERCENTAGE,FRY2,MARTINIQUE,2024-Q4,4.1
PERCENTAGE,FRY2,MARTINIQUE,2025-Q1,3.4
PERCENTAGE,FRY2,MARTINIQUE,2025-Q2,3.7
PERCENTAGE,FRY3,GUYANE,2019-Q4,0.7
PERCENTAGE,FRY3,GUYANE,2020-Q1,1.4
PERCENTAGE,FRY3,GUYANE,2020-Q2,3.1
PERCENTAGE,FRY3,GUYANE,2020-Q3,3.2
PERCENTAGE,FRY3,GUYANE,2020-Q4,3.8
PERCENTAGE,FRY3,GUYANE,2021-Q1,3.4
PERCENTAGE,FRY3,GUYANE,2021-Q2,2.8
PERCENTAGE,FRY3,GUYANE,2021-Q3,2.6
PERCENTAGE,FRY3,GUYANE,2021-Q4,2.8
PERCENTAGE,FRY3,GUYANE,2022-Q1,2.8
PERCENTAGE,FRY3,GUYANE,2022-Q2,3.2
PERCENTAGE,FRY3,GUYANE,2022-Q3,2.9
PERCENTAGE,FRY3,GUYANE,2022-Q4,4.6
PERCENTAGE,FRY3,GUYANE,2023-Q1,1.7
PERCENTAGE,FRY3,GUYANE,2023-Q2,1.9
PERCENTAGE,FRY3,GUYANE,2023-Q3,3.2
PERCENTAGE,FRY3,GUYANE,2023-Q4,1.5
PERCENTAGE,FRY3,GUYANE,2024-Q1,2.7
PERCENTAGE,FRY3,GUYANE,2024-Q2,2.4
PERCENTAGE,FRY3,GUYANE,2024-Q3,3.1
PERCENTAGE,FRY3,GUYANE,2024-Q4,2.9
PERCENTAGE,FRY3,GUYANE,2025-Q1,3.0
PERCENTAGE,FRY3,GUYANE,2025-Q2,3.9
PERCENTAGE,FRY4,LA RÉUNION,2019-Q4,5.5
PERCENTAGE,FRY4,LA RÉUNION,2020-Q1,5.5
PERCENTAGE,FRY4,LA RÉUNION,2020-Q2,5.4
PERCENTAGE,FRY4,LA RÉUNION,2020-Q3,5.2
PERCENTAGE,FRY4,LA RÉUNION,2020-Q4,5.2
PERCENTAGE,FRY4,LA RÉUNION,2021-Q1,5.0
PERCENTAGE,FRY4,LA RÉUNION,2021-Q2,5.4
PERCENTAGE,FRY4,LA RÉUNION,2021-Q3,5.9
PERCENTAGE,FRY4,LA RÉUNION,2021-Q4,6.0
PERCENTAGE,FRY4,LA RÉUNION,2022-Q1,6.0
PERCENTAGE,FRY4,LA RÉUNION,2022-Q2,6.1
PERCENTAGE,FRY4,LA RÉUNION,2022-Q3,6.0
PERCENTAGE,FRY4,LA RÉUNION,2022-Q4,6.0
PERCENTAGE,FRY4,LA RÉUNION,2023-Q1,6.0
PERCENTAGE,FRY4,LA RÉUNION,2023-Q2,6.0
PERCENTAGE,FRY4,LA RÉUNION,2023-Q3,5.9
PERCENTAGE,FRY4,LA RÉUNION,2023-Q4,5.7
PERCENTAGE,FRY4,LA RÉUNION,2024-Q1,5.2
PERCENTAGE,FRY4,LA RÉUNION,2024-Q2,4.9
PERCENTAGE,FRY4,LA RÉUNION,2024-Q3,4.7
PERCENTAGE,FRY4,LA RÉUNION,2024-Q4,4.4
PERCENTAGE,FRY4,LA RÉUNION,2025-Q1,4.3
PERCENTAGE,FRY4,LA RÉUNION,2025-Q2,4.0
PERCENTAGE,FRY5,MAYOTTE,2019-Q4,2.3
PERCENTAGE,FRY5,MAYOTTE,2020-Q1,3.0
PERCENTAGE,FRY5,MAYOTTE,2020-Q2,1.7
PERCENTAGE,FRY5,MAYOTTE,2020-Q3,3.1
PERCENTAGE,FRY5,MAYOTTE,2020-Q4,3.0
PERCENTAGE,FRY5,MAYOTTE,2021-Q1,3.4
PERCENTAGE,FRY5,MAYOTTE,2021-Q2,3.5
PERCENTAGE,FRY5,MAYOTTE,2021-Q3,4.0
PERCENTAGE,FRY5,MAYOTTE,2021-Q4,3.6
PERCENTAGE,FRY5,MAYOTTE,2022-Q1,3.4
PERCENTAGE,FRY5,MAYOTTE,2022-Q2,4.1
PERCENTAGE,FRY5,MAYOTTE,2022-Q3,4.2
PERCENTAGE,FRY5,MAYOTTE,2022-Q4,4.2
PERCENTAGE,FRY5,MAYOTTE,2023-Q1,4.2
PERCENTAGE,FRY5,MAYOTTE,2023-Q2,3.5
PERCENTAGE,FRY5,MAYOTTE,2023-Q3,1.8
PERCENTAGE,FRY5,MAYOTTE,2023-Q4,3.5
PERCENTAGE,FRY5,MAYOTTE,2024-Q1,3.2
PERCENTAGE,FRY5,MAYOTTE,2024-Q2,1.9
PERCENTAGE,FRY5,MAYOTTE,2024-Q3,3.5
PERCENTAGE,FRY5,MAYOTTE,2024-Q4,3.4
PERCENTAGE,FRY5,MAYOTTE,2025-Q1,4.0
PERCENTAGE,FRY5,MAYOTTE,2025-Q2,3.7
PERCENTAGE,HR,CROATIA,2019-Q4,3.7
PERCENTAGE,HR,CROATIA,2020-Q1,4.4
PERCENTAGE,HR,CROATIA,2020-Q2,4.2
PERCENTAGE,HR,CROATIA,2020-Q3,3.6
PERCENTAGE,HR,CROATIA,2020-Q4,3.5
PERCENTAGE,HR,CROATIA,2021-Q1,3.7
PERCENTAGE,HR,CROATIA,2021-Q2,4.1
PERCENTAGE,HR,CROATIA,2021-Q3,4.2
PERCENTAGE,HR,CROATIA,2021-Q4,4.4
PERCENTAGE,HR,CROATIA,2022-Q1,4.6
PERCENTAGE,HR,CROATIA,2022-Q2,4.6
PERCENTAGE,HR,CROATIA,2022-Q3,4.7
PERCENTAGE,HR,CROATIA,2022-Q4,4.8
PERCENTAGE,HR,CROATIA,2023-Q1,4.7
PERCENTAGE,HR,CROATIA,2023-Q2,4.5
PERCENTAGE,HR,CROATIA,2023-Q3,4.3
PERCENTAGE,HR,CROATIA,2023-Q4,4.2
PERCENTAGE,HR,CROATIA,2024-Q1,4.1
PERCENTAGE,HR,CROATIA,2024-Q2,4.0
PERCENTAGE,HR,CROATIA,2024-Q3,3.7
PERCENTAGE,HR,CROATIA,2024-Q4,3.5
PERCENTAGE,HR,CROATIA,2025-Q1,3.2
PERCENTAGE,HR,CROATIA,2025-Q2,2.9
PERCENTAGE,HR02,PANONSKA HRVATSKA,2019-Q4,1.9
PERCENTAGE,HR02,PANONSKA HRVATSKA,2020-Q1,1.8
PERCENTAGE,HR02,PANONSKA HRVATSKA,2020-Q2,2.4
PERCENTAGE,HR02,PANONSKA HRVATSKA,2020-Q3,1.8
PERCENTAGE,HR02,PANONSKA HRVATSKA,2020-Q4,2.4
PERCENTAGE,HR02,PANONSKA HRVATSKA,2021-Q1,2.7
PERCENTAGE,HR02,PANONSKA HRVATSKA,2021-Q2,2.6
PERCENTAGE,HR02,PANONSKA HRVATSKA,2021-Q3,2.5
PERCENTAGE,HR02,PANONSKA HRVATSKA,2021-Q4,2.6
PERCENTAGE,HR02,PANONSKA HRVATSKA,2022-Q1,2.8
PERCENTAGE,HR02,PANONSKA HRVATSKA,2022-Q2,2.7
PERCENTAGE,HR02,PANONSKA HRVATSKA,2022-Q3,3.0
PERCENTAGE,HR02,PANONSKA HRVATSKA,2022-Q4,3.0
PERCENTAGE,HR02,PANONSKA HRVATSKA,2023-Q1,3.1
PERCENTAGE,HR02,PANONSKA HRVATSKA,2023-Q2,3.1
PERCENTAGE,HR02,PANONSKA HRVATSKA,2023-Q3,3.0
PERCENTAGE,HR02,PANONSKA HRVATSKA,2023-Q4,3.0
PERCENTAGE,HR02,PANONSKA HRVATSKA,2024-Q1,2.8
PERCENTAGE,HR02,PANONSKA HRVATSKA,2024-Q2,2.8
PERCENTAGE,HR02,PANONSKA HRVATSKA,2024-Q3,2.5
PERCENTAGE,HR02,PANONSKA HRVATSKA,2024-Q4,2.1
PERCENTAGE,HR02,PANONSKA HRVATSKA,2025-Q1,2.3
PERCENTAGE,HR02,PANONSKA HRVATSKA,2025-Q2,2.2
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2019-Q4,1.5
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2020-Q1,2.8
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2020-Q2,2.8
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2020-Q3,3.0
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2020-Q4,2.8
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2021-Q1,3.3
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2021-Q2,3.7
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2021-Q3,3.7
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2021-Q4,3.9
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2022-Q1,3.9
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2022-Q2,3.7
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2022-Q3,3.5
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2022-Q4,3.8
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2023-Q1,3.8
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2023-Q2,3.8
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2023-Q3,3.7
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2023-Q4,3.5
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2024-Q1,3.3
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2024-Q2,3.2
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2024-Q3,3.0
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2024-Q4,2.8
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2025-Q1,2.7
PERCENTAGE,HR03,JADRANSKA HRVATSKA,2025-Q2,2.8
PERCENTAGE,HR05,GRAD ZAGREB,2019-Q4,9.1
PERCENTAGE,HR05,GRAD ZAGREB,2020-Q1,9.6
PERCENTAGE,HR05,GRAD ZAGREB,2020-Q2,9.1
PERCENTAGE,HR05,GRAD ZAGREB,2020-Q3,7.3
PERCENTAGE,HR05,GRAD ZAGREB,2020-Q4,7.6
PERCENTAGE,HR05,GRAD ZAGREB,2021-Q1,7.6
PERCENTAGE,HR05,GRAD ZAGREB,2021-Q2,5.9
PERCENTAGE,HR05,GRAD ZAGREB,2021-Q3,5.6
PERCENTAGE,HR05,GRAD ZAGREB,2021-Q4,6.0
PERCENTAGE,HR05,GRAD ZAGREB,2022-Q1,6.5
PERCENTAGE,HR05,GRAD ZAGREB,2022-Q2,7.7
PERCENTAGE,HR05,GRAD ZAGREB,2022-Q3,8.3
PERCENTAGE,HR05,GRAD ZAGREB,2022-Q4,8.2
PERCENTAGE,HR05,GRAD ZAGREB,2023-Q1,7.7
PERCENTAGE,HR05,GRAD ZAGREB,2023-Q2,7.3
PERCENTAGE,HR05,GRAD ZAGREB,2023-Q3,7.2
PERCENTAGE,HR05,GRAD ZAGREB,2023-Q4,6.8
PERCENTAGE,HR05,GRAD ZAGREB,2024-Q1,6.6
PERCENTAGE,HR05,GRAD ZAGREB,2024-Q2,6.4
PERCENTAGE,HR05,GRAD ZAGREB,2024-Q3,5.5
PERCENTAGE,HR05,GRAD ZAGREB,2024-Q4,5.4
PERCENTAGE,HR05,GRAD ZAGREB,2025-Q1,4.6
PERCENTAGE,HR05,GRAD ZAGREB,2025-Q2,4.0
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2019-Q4,2.1
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2020-Q1,2.7
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2020-Q2,2.5
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2020-Q3,2.5
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2020-Q4,1.7
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2021-Q1,2.7
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2021-Q2,2.7
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2021-Q3,2.8
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2021-Q4,2.8
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2022-Q1,2.9
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2022-Q2,2.8
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2022-Q3,3.0
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2022-Q4,3.1
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2023-Q1,2.9
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2023-Q2,3.2
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2023-Q3,3.1
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2023-Q4,3.2
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2024-Q1,3.3
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2024-Q2,3.2
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2024-Q3,3.2
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2024-Q4,3.1
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2025-Q1,2.8
PERCENTAGE,HR06,SJEVERNA HRVATSKA,2025-Q2,2.5
PERCENTAGE,HU,HUNGARY,2019-Q4,10.3
PERCENTAGE,HU,HUNGARY,2020-Q1,10.8
PERCENTAGE,HU,HUNGARY,2020-Q2,10.4
PERCENTAGE,HU,HUNGARY,2020-Q3,8.4
PERCENTAGE,HU,HUNGARY,2020-Q4,8.5
PERCENTAGE,HU,HUNGARY,2021-Q1,9.8
PERCENTAGE,HU,HUNGARY,2021-Q2,10.3
PERCENTAGE,HU,HUNGARY,2021-Q3,10.3
PERCENTAGE,HU,HUNGARY,2021-Q4,10.7
PERCENTAGE,HU,HUNGARY,2022-Q1,10.8
PERCENTAGE,HU,HUNGARY,2022-Q2,10.7
PERCENTAGE,HU,HUNGARY,2022-Q3,10.8
PERCENTAGE,HU,HUNGARY,2022-Q4,11.7
PERCENTAGE,HU,HUNGARY,2023-Q1,11.8
PERCENTAGE,HU,HUNGARY,2023-Q2,11.5
PERCENTAGE,HU,HUNGARY,2023-Q3,11.3
PERCENTAGE,HU,HUNGARY,2023-Q4,10.4
PERCENTAGE,HU,HUNGARY,2024-Q1,9.9
PERCENTAGE,HU,HUNGARY,2024-Q2,9.7
PERCENTAGE,HU,HUNGARY,2024-Q3,9.1
PERCENTAGE,HU,HUNGARY,2024-Q4,9.0
PERCENTAGE,HU,HUNGARY,2025-Q1,8.5
PERCENTAGE,HU,HUNGARY,2025-Q2,8.4
PERCENTAGE,HU11,BUDAPEST,2019-Q4,18.1
PERCENTAGE,HU11,BUDAPEST,2020-Q1,17.9
PERCENTAGE,HU11,BUDAPEST,2020-Q2,17.9
PERCENTAGE,HU11,BUDAPEST,2020-Q3,15.6
PERCENTAGE,HU11,BUDAPEST,2020-Q4,15.1
PERCENTAGE,HU11,BUDAPEST,2021-Q1,17.0
PERCENTAGE,HU11,BUDAPEST,2021-Q2,16.6
PERCENTAGE,HU11,BUDAPEST,2021-Q3,15.6
PERCENTAGE,HU11,BUDAPEST,2021-Q4,14.8
PERCENTAGE,HU11,BUDAPEST,2022-Q1,13.9
PERCENTAGE,HU11,BUDAPEST,2022-Q2,13.2
PERCENTAGE,HU11,BUDAPEST,2022-Q3,13.2
PERCENTAGE,HU11,BUDAPEST,2022-Q4,13.3
PERCENTAGE,HU11,BUDAPEST,2023-Q1,13.0
PERCENTAGE,HU11,BUDAPEST,2023-Q2,12.8
PERCENTAGE,HU11,BUDAPEST,2023-Q3,13.6
PERCENTAGE,HU11,BUDAPEST,2023-Q4,13.2
PERCENTAGE,HU11,BUDAPEST,2024-Q1,13.2
PERCENTAGE,HU11,BUDAPEST,2024-Q2,13.0
PERCENTAGE,HU11,BUDAPEST,2024-Q3,11.4
PERCENTAGE,HU11,BUDAPEST,2024-Q4,11.1
PERCENTAGE,HU11,BUDAPEST,2025-Q1,10.8
PERCENTAGE,HU11,BUDAPEST,2025-Q2,10.6
PERCENTAGE,HU12,PEST,2019-Q4,3.2
PERCENTAGE,HU12,PEST,2020-Q1,3.3
PERCENTAGE,HU12,PEST,2020-Q2,5.9
PERCENTAGE,HU12,PEST,2020-Q3,5.5
PERCENTAGE,HU12,PEST,2020-Q4,5.6
PERCENTAGE,HU12,PEST,2021-Q1,5.9
PERCENTAGE,HU12,PEST,2021-Q2,5.9
PERCENTAGE,HU12,PEST,2021-Q3,6.4
PERCENTAGE,HU12,PEST,2021-Q4,6.6
PERCENTAGE,HU12,PEST,2022-Q1,7.0
PERCENTAGE,HU12,PEST,2022-Q2,7.2
PERCENTAGE,HU12,PEST,2022-Q3,7.7
PERCENTAGE,HU12,PEST,2022-Q4,10.4
PERCENTAGE,HU12,PEST,2023-Q1,11.5
PERCENTAGE,HU12,PEST,2023-Q2,11.4
PERCENTAGE,HU12,PEST,2023-Q3,11.1
PERCENTAGE,HU12,PEST,2023-Q4,10.0
PERCENTAGE,HU12,PEST,2024-Q1,9.4
PERCENTAGE,HU12,PEST,2024-Q2,9.2
PERCENTAGE,HU12,PEST,2024-Q3,8.9
PERCENTAGE,HU12,PEST,2024-Q4,8.7
PERCENTAGE,HU12,PEST,2025-Q1,8.1
PERCENTAGE,HU12,PEST,2025-Q2,7.6
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2019-Q4,6.1
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2020-Q1,6.7
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2020-Q2,6.6
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2020-Q3,5.8
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2020-Q4,5.7
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2021-Q1,5.8
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2021-Q2,7.1
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2021-Q3,7.5
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2021-Q4,7.7
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2022-Q1,7.7
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2022-Q2,8.1
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2022-Q3,8.6
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2022-Q4,8.8
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2023-Q1,8.5
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2023-Q2,8.3
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2023-Q3,7.8
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2023-Q4,7.7
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2024-Q1,7.3
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2024-Q2,7.1
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2024-Q3,7.0
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2024-Q4,6.7
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2025-Q1,6.3
PERCENTAGE,HU21,KÖZÉP-DUNÁNTÚL,2025-Q2,6.6
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2019-Q4,1.4
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2020-Q1,3.6
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2020-Q2,5.4
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2020-Q3,4.9
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2020-Q4,5.4
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2021-Q1,5.8
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2021-Q2,6.6
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2021-Q3,7.0
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2021-Q4,7.1
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2022-Q1,8.4
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2022-Q2,8.5
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2022-Q3,8.4
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2022-Q4,9.4
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2023-Q1,9.4
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2023-Q2,9.1
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2023-Q3,8.5
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2023-Q4,8.3
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2024-Q1,7.8
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2024-Q2,7.7
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2024-Q3,7.8
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2024-Q4,7.1
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2025-Q1,7.0
PERCENTAGE,HU22,NYUGAT-DUNÁNTÚL,2025-Q2,6.9
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2019-Q4,5.6
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2020-Q1,8.9
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2020-Q2,8.4
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2020-Q3,7.5
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2020-Q4,7.4
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2021-Q1,8.1
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2021-Q2,8.4
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2021-Q3,9.0
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2021-Q4,9.5
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2022-Q1,9.8
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2022-Q2,10.1
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2022-Q3,9.6
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2022-Q4,12.7
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2023-Q1,13.5
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2023-Q2,13.1
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2023-Q3,12.3
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2023-Q4,10.4
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2024-Q1,9.5
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2024-Q2,9.1
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2024-Q3,8.8
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2024-Q4,8.1
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2025-Q1,7.3
