unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,EL65,PELOPONNISOS,2021-Q1,8.9
PERCENTAGE,EL65,PELOPONNISOS,2021-Q2,6.3
PERCENTAGE,EL65,PELOPONNISOS,2021-Q3,9.9
PERCENTAGE,EL65,PELOPONNISOS,2021-Q4,10.9
PERCENTAGE,EL65,PELOPONNISOS,2022-Q1,11.0
PERCENTAGE,EL65,PELOPONNISOS,2022-Q2,11.6
PERCENTAGE,EL65,PELOPONNISOS,2022-Q3,11.0
PERCENTAGE,EL65,PELOPONNISOS,2022-Q4,12.0
PERCENTAGE,EL65,PELOPONNISOS,2023-Q1,9.9
PERCENTAGE,EL65,PELOPONNISOS,2023-Q2,4.5
PERCENTAGE,EL65,PELOPONNISOS,2023-Q3,8.0
PERCENTAGE,EL65,PELOPONNISOS,2023-Q4,7.4
PERCENTAGE,EL65,PELOPONNISOS,2024-Q1,6.9
PERCENTAGE,EL65,PELOPONNISOS,2024-Q2,6.0
PERCENTAGE,EL65,PELOPONNISOS,2024-Q3,6.2
PERCENTAGE,EL65,PELOPONNISOS,2024-Q4,7.1
PERCENTAGE,EL65,PELOPONNISOS,2025-Q1,6.9
PERCENTAGE,EL65,PELOPONNISOS,2025-Q2,6.0
PERCENTAGE,ES,SPAIN,2019-Q4,12.8
PERCENTAGE,ES,SPAIN,2020-Q1,13.0
PERCENTAGE,ES,SPAIN,2020-Q2,13.6
PERCENTAGE,ES,SPAIN,2020-Q3,13.9
PERCENTAGE,ES,SPAIN,2020-Q4,14.6
PERCENTAGE,ES,SPAIN,2021-Q1,15.2
PERCENTAGE,ES,SPAIN,2021-Q2,14.5
PERCENTAGE,ES,SPAIN,2021-Q3,14.0
PERCENTAGE,ES,SPAIN,2021-Q4,13.5
PERCENTAGE,ES,SPAIN,2022-Q1,13.0
PERCENTAGE,ES,SPAIN,2022-Q2,13.2
PERCENTAGE,ES,SPAIN,2022-Q3,13.5
PERCENTAGE,ES,SPAIN,2022-Q4,12.1
PERCENTAGE,ES,SPAIN,2023-Q1,12.1
PERCENTAGE,ES,SPAIN,2023-Q2,11.8
PERCENTAGE,ES,SPAIN,2023-Q3,11.6
PERCENTAGE,ES,SPAIN,2023-Q4,12.0
PERCENTAGE,ES,SPAIN,2024-Q1,11.7
PERCENTAGE,ES,SPAIN,2024-Q2,11.2
PERCENTAGE,ES,SPAIN,2024-Q3,10.5
PERCENTAGE,ES,SPAIN,2024-Q4,10.4
PERCENTAGE,ES,SPAIN,2025-Q1,10.5
PERCENTAGE,ES,SPAIN,2025-Q2,10.8
PERCENTAGE,ES11,GALICIA,2019-Q4,8.5
