job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_type,role_category,salary_band,international_job
Data Analyst,FT,MI,65000,GBP,United Kingdom,79976,United Kingdom,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,36050,GBP,United Kingdom,44356,United Kingdom,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,180000,USD,United States,180000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Engineer,FT,MI,105000,GBP,United Kingdom,129192,United Kingdom,M,2023,Unknown,Data Engineer,Medium,False
Data Scientist,FT,SE,260000,USD,United States,260000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Analyst,FT,EN,30000,USD,India,30000,India,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,PT,EN,34320,USD,United States,34320,United States,S,2022,Unknown,Data Analyst / BI,Low,False
Head of Data,FT,SE,70000,EUR,Portugal,75577,Portugal,L,2023,Unknown,Management,Low,False
Data Science Manager,FT,Executive,106000,USD,RU,106000,Uzbekistan,L,2022,Unknown,Data Scientist,Medium,True
Data Analyst,FT,SE,122000,USD,United States,122000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,93800,USD,United States,93800,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Science Manager,FT,SE,150000,USD,MX,150000,MX,M,2023,Unknown,Data Scientist,High,False
Data Science Manager,FT,SE,90000,USD,MX,90000,MX,M,2023,Unknown,Data Scientist,Low,False
Computer Vision Engineer,FT,EN,220000,USD,United States,220000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
BI Data Analyst,FT,SE,67000,EUR,Germany,72338,Germany,M,2023,Unknown,Data Analyst / BI,Low,False
AI Developer,FT,EN,60000,EUR,Germany,64781,Germany,M,2023,Unknown,ML / AI Engineer,Low,False
Data Analyst,FT,SE,1300000,INR,India,15809,India,S,2023,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,MI,40000,USD,FR,40000,FR,L,2023,Unknown,Data Scientist,Low,False
Data Science Consultant,FT,SE,1000000,THB,TH,29301,TH,M,2023,Unknown,Data Scientist,Low,False
Data Analyst,FT,SE,152380,USD,United States,152380,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,121904,USD,United States,121904,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Architect,FT,SE,168400,USD,United States,168400,United States,M,2023,Unknown,Data Architecture / Infrastructure,High,False
Data Architect,FT,SE,105200,USD,United States,105200,United States,M,2023,Unknown,Data Architecture / Infrastructure,Medium,False
Machine Learning Engineer,FT,SE,128280,USD,United States,128280,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,SE,106900,USD,United States,106900,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Lead Data Scientist,FT,SE,192000,USD,United States,192000,United States,L,2022,Unknown,Data Scientist,Very High,False
Research Engineer,FT,SE,100000,EUR,Germany,107968,Germany,S,2023,Unknown,Research,Medium,False
Research Engineer,FT,SE,80000,EUR,Germany,86374,Germany,S,2023,Unknown,Research,Low,False
Machine Learning Engineer,FT,SE,275000,USD,Germany,275000,Germany,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,174000,USD,Germany,174000,Germany,M,2023,Unknown,ML / AI Engineer,High,False
Data Analyst,FT,SE,170500,USD,United States,170500,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Manager,FT,SE,60027,GBP,United Kingdom,73857,United Kingdom,M,2023,Unknown,Management,Low,False
Data Manager,FT,SE,44737,GBP,United Kingdom,55044,United Kingdom,M,2023,Unknown,Management,Low,False
Head of Data Science,FT,Executive,131899,GBP,United Kingdom,162288,United Kingdom,M,2023,Unknown,Data Scientist,High,False
Head of Data Science,FT,Executive,104891,GBP,United Kingdom,129058,United Kingdom,M,2023,Unknown,Data Scientist,Medium,False
Data Engineer,FT,SE,124740,USD,United States,124740,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,65488,USD,United States,65488,United States,M,2023,Unknown,Data Engineer,Low,False
Data Quality Analyst,FT,SE,72200,USD,United States,72200,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Quality Analyst,FT,SE,64980,USD,United States,64980,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,179975,USD,United States,179975,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,86466,USD,United States,86466,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Science Manager,FT,SE,175000,USD,United States,175000,United States,M,2023,Unknown,Data Scientist,High,False
Data Science Manager,FT,SE,120000,USD,United States,120000,United States,M,2023,Unknown,Data Scientist,Medium,False
Applied Machine Learning Engineer,FT,MI,130000,USD,United States,130000,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Data Scientist,FT,EN,168000,USD,United States,168000,United States,M,2022,Unknown,Data Scientist,High,False
AI Scientist,FT,MI,36000,EUR,Spain,38868,Spain,L,2023,Unknown,ML / AI Engineer,Low,False
Data Engineer,FT,SE,167580,USD,United States,167580,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,87980,USD,United States,87980,United States,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,SE,202000,USD,United States,202000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,104000,USD,United States,104000,United States,M,2023,Unknown,Data Engineer,Medium,False
Research Engineer,FT,SE,148000,USD,United States,148000,United States,M,2023,Unknown,Research,High,False
Machine Learning Engineer,FT,SE,269000,USD,Canada,269000,Canada,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,158000,USD,Canada,158000,Canada,M,2023,Unknown,ML / AI Engineer,High,False
Analytics Engineer,FT,SE,197000,USD,United States,197000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,106000,USD,United States,106000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Deep Learning Engineer,FT,MI,150000,USD,United States,150000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Deep Learning Engineer,FT,MI,100000,USD,United States,100000,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Data Engineer,FT,SE,290000,USD,United States,290000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,192000,USD,United States,192000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,172800,USD,United States,172800,United States,M,2023,Unknown,Data Engineer,High,False
Data Scientist,FT,SE,300240,USD,United States,300240,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,200160,USD,United States,200160,United States,M,2023,Unknown,Data Scientist,Very High,False
Analytics Engineer,FT,SE,175000,USD,United States,175000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Manager,FT,SE,169000,USD,United States,169000,United States,M,2023,Unknown,Management,High,False
Data Manager,FT,SE,100000,USD,United States,100000,United States,M,2023,Unknown,Management,Medium,False
Data Scientist,FT,SE,370000,USD,United States,370000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Engineer,FT,MI,95000,GBP,United Kingdom,116888,United Kingdom,L,2023,Unknown,Data Engineer,Medium,False
Data Analyst,FT,EN,48000,USD,United States,48000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,137500,USD,United States,137500,United States,M,2023,Unknown,Data Engineer,High,False
AI Scientist,FT,MI,30000,USD,GH,30000,GH,S,2021,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,SE,186000,USD,United States,186000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,153088,USD,United States,153088,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Infrastructure Engineer,FT,MI,190000,USD,United States,190000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Infrastructure Engineer,FT,MI,160000,USD,United States,160000,United States,M,2023,Unknown,Data Engineer,High,False
Data Infrastructure Engineer,FT,MI,183310,USD,United States,183310,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,66000,USD,United States,66000,United States,M,2023,Unknown,Data Engineer,Low,False
Machine Learning Engineer,FT,MI,148500,USD,United States,148500,United States,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,MI,126277,USD,United States,126277,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Data Architect,FT,SE,228000,USD,United States,228000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Very High,False
Data Architect,FT,SE,120000,USD,United States,120000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Medium,False
Machine Learning Software Engineer,FT,SE,180000,USD,United States,180000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Software Engineer,FT,SE,90000,USD,United States,90000,United States,M,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Software Engineer,FT,SE,272000,USD,United States,272000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Software Engineer,FT,SE,170000,USD,United States,170000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Engineer,FT,SE,259000,USD,United States,259000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Analyst,FT,MI,90000,GBP,HR,110736,HR,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,MI,60000,GBP,HR,73824,HR,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,PT,EN,78000,PLN,India,18160,Poland,L,2023,Unknown,Data Analyst / BI,Low,True
Data Scientist,FT,EN,101400,BRL,BR,19910,BR,L,2023,Unknown,Data Scientist,Low,False
Data Science Lead,FT,SE,247500,USD,United States,247500,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Science Lead,FT,SE,172200,USD,United States,172200,United States,M,2023,Unknown,Data Scientist,High,False
Machine Learning Infrastructure Engineer,FT,SE,100000,EUR,FR,107968,FR,M,2023,Unknown,ML / AI Engineer,Medium,False
Machine Learning Infrastructure Engineer,FT,SE,70000,EUR,FR,75577,FR,M,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,SE,288000,USD,United States,288000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Science Lead,FT,MI,60000,GBP,United Kingdom,73824,United Kingdom,M,2023,Unknown,Data Scientist,Low,False
Data Science Lead,FT,MI,50000,GBP,United Kingdom,61520,United Kingdom,M,2023,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,215050,USD,United States,215050,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Architect,FT,SE,198000,USD,United States,198000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Very High,False
Data Architect,FT,SE,114000,USD,United States,114000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Medium,False
Data Scientist,FT,SE,209300,USD,United States,209300,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,182200,USD,United States,182200,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,EN,85000,USD,United States,85000,United States,M,2022,Unknown,Data Scientist,Low,False
Machine Learning Engineer,FT,MI,40000,GBP,United Kingdom,49216,United Kingdom,M,2023,Unknown,ML / AI Engineer,Low,False
Research Engineer,FT,EN,120000,USD,United Kingdom,120000,United Kingdom,M,2023,Unknown,Research,Medium,False
Research Engineer,FT,EN,60000,USD,United Kingdom,60000,United Kingdom,M,2023,Unknown,Research,Low,False
Machine Learning Engineer,FT,SE,147100,USD,United States,147100,United States,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,90700,USD,United States,90700,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Data Analyst,FT,SE,227000,USD,United States,227000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,108000,USD,United States,108000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Architect,FT,SE,160000,USD,United States,160000,United States,M,2023,Unknown,Data Architecture / Infrastructure,High,False
Data Analyst,FT,SE,52000,EUR,Spain,56143,Spain,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,48000,EUR,Spain,51824,Spain,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,EN,50000,USD,United States,50000,Kuwait,L,2023,Unknown,Data Analyst / BI,Low,True
Data Engineer,FT,SE,226700,USD,United States,226700,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,133300,USD,United States,133300,United States,M,2023,Unknown,Data Engineer,Medium,False
Big Data Architect,FT,SE,124999,GBP,United Kingdom,153799,United Kingdom,L,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,MI,124000,USD,United States,124000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,63000,USD,United States,63000,United States,M,2023,Unknown,Data Engineer,Low,False
Research Scientist,FT,SE,253750,USD,Spain,253750,Spain,M,2023,Unknown,Research,Very High,False
Research Scientist,FT,SE,169200,USD,Spain,169200,Spain,M,2023,Unknown,Research,High,False
Data Engineer,FT,SE,213580,USD,United States,213580,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,163625,USD,United States,163625,United States,M,2023,Unknown,Data Engineer,High,False
Machine Learning Software Engineer,FT,SE,375000,USD,United States,375000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Data Engineer,FT,SE,95000,EUR,Ireland,102569,Ireland,M,2023,Unknown,Data Engineer,Medium,False
Product Data Analyst,FT,MI,1350000,INR,India,16417,India,L,2023,Unknown,Data Analyst / BI,Low,False
Data Science Manager,FT,SE,231250,USD,United States,231250,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,SE,138750,USD,United States,138750,United States,M,2023,Unknown,Data Scientist,High,False
Machine Learning Engineer,FT,SE,284310,USD,United States,284310,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,153090,USD,United States,153090,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Analyst,FT,MI,90000,GBP,United Kingdom,110736,United Kingdom,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Science Lead,FT,SE,225900,USD,United States,225900,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Science Lead,FT,SE,156400,USD,United States,156400,United States,M,2023,Unknown,Data Scientist,High,False
Data Analyst,FT,SE,385000,USD,United States,385000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Engineer,FT,SE,241871,USD,United States,241871,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,133832,USD,United States,133832,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Analyst,FT,SE,192500,USD,United States,192500,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Machine Learning Engineer,FT,MI,36000,USD,MX,36000,MX,S,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,MI,100000,GBP,United Kingdom,123040,United Kingdom,M,2023,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,MI,80000,GBP,United Kingdom,98432,United Kingdom,M,2023,Unknown,ML / AI Engineer,Medium,False
Data Scientist,FT,SE,216100,USD,United States,216100,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,140800,USD,United States,140800,United States,M,2023,Unknown,Data Scientist,High,False
Machine Learning Engineer,FT,MI,120000,GBP,United Kingdom,147648,United Kingdom,M,2023,Unknown,ML / AI Engineer,High,False
Computer Vision Software Engineer,FT,SE,50000,EUR,Canada,53984,Netherlands,L,2023,Unknown,ML / AI Engineer,Low,True
Data Engineer,FT,MI,55000,GBP,United Kingdom,67672,United Kingdom,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,52000,GBP,United Kingdom,63980,United Kingdom,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,Executive,284000,USD,United States,284000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,Executive,236000,USD,United States,236000,United States,M,2023,Unknown,Data Engineer,Very High,False
Research Scientist,FT,SE,248100,USD,Canada,248100,Canada,M,2023,Unknown,Research,Very High,False
Research Scientist,FT,SE,145900,USD,Canada,145900,Canada,M,2023,Unknown,Research,High,False
Research Engineer,FT,SE,155850,USD,United States,155850,United States,M,2023,Unknown,Research,High,False
Research Engineer,FT,SE,102544,USD,United States,102544,United States,M,2023,Unknown,Research,Medium,False
Data Engineer,FT,MI,55000,EUR,Spain,59382,Spain,M,2023,Unknown,Data Engineer,Low,False
Director of Data Science,FT,SE,170000,CAD,Canada,125948,Canada,M,2023,Unknown,Data Scientist,Medium,False
Azure Data Engineer,FT,SE,100000,USD,Netherlands,100000,Netherlands,L,2023,Unknown,Data Engineer,Medium,False
Data Scientist,FT,SE,185000,USD,United Kingdom,185000,United Kingdom,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,120250,USD,United Kingdom,120250,United Kingdom,M,2023,Unknown,Data Scientist,Medium,False
Data Engineer,FT,EN,25000,EUR,Germany,26992,Germany,L,2023,Unknown,Data Engineer,Low,False
Data Scientist,FT,EN,180000,USD,United States,180000,United States,M,2022,Unknown,Data Scientist,High,False
Research Scientist,FT,MI,85000,USD,United States,85000,United States,M,2023,Unknown,Research,Low,False
Research Scientist,FT,MI,70000,USD,United States,70000,United States,M,2023,Unknown,Research,Low,False
BI Developer,FT,SE,100000,USD,United States,100000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
ML Engineer,FT,SE,220000,USD,United States,220000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,150000,USD,United States,150000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Analytics Manager,FT,SE,204500,USD,United States,204500,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Analytics Manager,FT,SE,138900,USD,United States,138900,United States,M,2023,Unknown,Data Analyst / BI,High,False
Research Scientist,FT,MI,23000,USD,India,23000,India,L,2022,Unknown,Research,Low,False
Machine Learning Engineer,FT,MI,110000,USD,United States,110000,United States,L,2023,Unknown,ML / AI Engineer,Medium,False
Data Engineer,FT,SE,182750,USD,United States,182750,United States,M,2023,Unknown,Data Engineer,High,False
Head of Data Science,FT,Executive,314100,USD,United States,314100,United States,M,2023,Unknown,Data Scientist,Very High,False
Head of Data Science,FT,Executive,195800,USD,United States,195800,United States,M,2023,Unknown,Data Scientist,Very High,False
Applied Scientist,FT,SE,180000,USD,United States,180000,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,144000,USD,United States,144000,United States,M,2023,Unknown,Data Scientist,High,False
BI Developer,FT,EN,160000,USD,United States,160000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Manager,FT,SE,199000,USD,United States,199000,United States,M,2023,Unknown,Management,Very High,False
Data Manager,FT,SE,112000,USD,United States,112000,United States,M,2023,Unknown,Management,Medium,False
Big Data Engineer,FT,EN,130000,USD,SE,130000,SE,S,2023,Unknown,Data Analyst / BI,Medium,False
Applied Scientist,FT,SE,350000,USD,United States,350000,United States,L,2023,Unknown,Data Scientist,Very High,False
Applied Scientist,FT,SE,262500,USD,United States,262500,United States,L,2023,Unknown,Data Scientist,Very High,False
Machine Learning Engineer,FT,SE,276000,USD,United States,276000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Scientist,FT,SE,158677,USD,United States,158677,United States,M,2023,Unknown,Data Scientist,High,False
Data Analyst,FT,MI,103200,USD,United States,103200,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,MI,61200,USD,United States,61200,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,MI,155000,USD,United States,155000,United States,L,2022,Unknown,Data Scientist,High,False
Marketing Data Engineer,FT,EN,90000,SGD,Singapore,66970,Singapore,L,2021,Unknown,Data Engineer,Low,False
Data Scientist,FT,SE,59000,EUR,EE,63701,Cyprus,L,2023,Unknown,Data Scientist,Low,True
Data Scientist,FT,SE,139000,USD,United States,139000,United States,M,2023,Unknown,Data Scientist,High,False
Data Architect,FT,SE,174500,USD,United States,174500,United States,M,2023,Unknown,Data Architecture / Infrastructure,High,False
Data Architect,FT,SE,113000,USD,United States,113000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Medium,False
Data Analyst,FT,SE,87000,USD,United States,87000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,107250,USD,United States,107250,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,300000,USD,United States,300000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,119000,USD,United States,119000,United States,M,2023,Unknown,Data Engineer,Medium,False
Head of Data Science,FT,MI,5000000,INR,India,60805,India,L,2023,Unknown,Data Scientist,Low,False
Data Analyst,FT,EN,30000,USD,United States,30000,AR,S,2023,Unknown,Data Analyst / BI,Low,True
Data Science Manager,FT,MI,220000,USD,United States,220000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,MI,195000,USD,United States,195000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Manager,FT,SE,168400,USD,United States,168400,United States,M,2023,Unknown,Management,High,False
Analytics Engineer,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Engineer,FT,SE,153000,USD,Canada,153000,Canada,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,94000,USD,Canada,94000,Canada,M,2023,Unknown,Data Engineer,Medium,False
Data Scientist,FT,EN,124234,USD,United States,124234,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,EN,74540,USD,United States,74540,United States,M,2023,Unknown,Data Scientist,Low,False
Data Analyst,FT,MI,109000,USD,United States,109000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Machine Learning Engineer,FT,SE,80000,EUR,FR,84053,FR,L,2022,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,MI,50000,USD,AM,50000,AM,S,2023,Unknown,ML / AI Engineer,Low,False
Data Analyst,FT,SE,141290,USD,United States,141290,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,74178,USD,United States,74178,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,107500,USD,United States,107500,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Scientist,FT,SE,84000,USD,United States,84000,United States,M,2023,Unknown,Data Scientist,Low,False
BI Analyst,FT,SE,125000,USD,United States,125000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
BI Analyst,FT,SE,110000,USD,United States,110000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
ML Engineer,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,135000,USD,United States,135000,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Business Data Analyst,FT,EN,48000,USD,United States,48000,United States,L,2022,Unknown,Data Analyst / BI,Low,False
AI Developer,FT,EN,120000,USD,BA,120000,BA,S,2023,Unknown,ML / AI Engineer,Medium,False
Computer Vision Engineer,FT,SE,200000,USD,United States,200000,United States,S,2023,Unknown,ML / AI Engineer,Very High,False
Applied Data Scientist,FT,MI,80000,USD,KE,80000,KE,S,2023,Unknown,Data Scientist,Low,False
Data Analytics Lead,FT,MI,1440000,INR,Singapore,17511,India,M,2023,Unknown,Data Analyst / BI,Low,True
Data Scientist,FT,SE,257000,USD,United States,257000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,72000,EUR,LV,77737,LV,M,2023,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,36000,EUR,LV,38868,LV,M,2023,Unknown,Data Scientist,Low,False
BI Developer,FT,SE,140000,USD,United States,140000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Scientist,FT,MI,50000,EUR,RO,53984,RO,L,2023,Unknown,Data Scientist,Low,False
Data Analyst,FT,SE,38000,EUR,Spain,41027,Spain,M,2023,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,MI,183310,USD,United States,183310,United States,M,2023,Unknown,Data Scientist,High,False
Data Analyst,FT,SE,102500,USD,United States,102500,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Science Consultant,FT,SE,122000,USD,United States,122000,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Science Consultant,FT,SE,94000,USD,United States,94000,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,840000,THB,TH,24613,TH,L,2023,Unknown,Data Scientist,Low,False
Computer Vision Engineer,FT,MI,1250000,INR,India,15897,India,M,2022,Unknown,ML / AI Engineer,Low,False
Data Science Consultant,FT,SE,145000,USD,United States,145000,United States,M,2023,Unknown,Data Scientist,High,False
Data Science Consultant,FT,SE,128000,USD,United States,128000,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,182000,USD,United States,182000,United States,M,2023,Unknown,Data Scientist,High,False
Machine Learning Engineer,FT,SE,72000,EUR,LV,77737,LV,M,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,SE,36000,EUR,LV,38868,LV,M,2023,Unknown,ML / AI Engineer,Low,False
Data Scientist,FT,Executive,300000,USD,United States,300000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,MI,110000,USD,United States,110000,United States,L,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,153400,USD,United States,153400,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,122700,USD,United States,122700,United States,M,2023,Unknown,Data Scientist,Medium,False
Machine Learning Engineer,FT,MI,87000,USD,United States,87000,United States,M,2023,Unknown,ML / AI Engineer,Low,False
Data Scientist,FT,EN,50000,USD,United States,50000,India,M,2023,Unknown,Data Scientist,Low,True
ML Engineer,FT,SE,234100,USD,United States,234100,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,203500,USD,United States,203500,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Scientist,FT,SE,223800,USD,United States,223800,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,172100,USD,United States,172100,United States,M,2023,Unknown,Data Scientist,High,False
Data Engineer,FT,SE,232200,USD,United States,232200,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,167200,USD,United States,167200,United States,M,2023,Unknown,Data Engineer,High,False
BI Developer,FT,SE,197000,USD,United States,197000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
BI Developer,FT,SE,106000,USD,United States,106000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Research Scientist,FT,SE,180000,USD,United States,180000,United States,M,2023,Unknown,Research,High,False
Research Scientist,FT,SE,145000,USD,United States,145000,United States,M,2023,Unknown,Research,High,False
Data Lead,FT,SE,225000,USD,United States,225000,United States,M,2023,Unknown,Management,Very High,False
Data Lead,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,Management,Very High,False
Data Engineer,FT,SE,291500,USD,United States,291500,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,Executive,196200,USD,United States,196200,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,Executive,150900,USD,United States,150900,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,MI,95000,USD,Spain,95000,Spain,M,2023,Unknown,Data Engineer,Medium,False
Data Engineer,FT,MI,80000,USD,Spain,80000,Spain,M,2023,Unknown,Data Engineer,Low,False
Analytics Engineer,FT,SE,207000,USD,United States,207000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,167000,USD,United States,167000,United States,M,2023,Unknown,Data Analyst / BI,High,False
