job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_type,role_category,salary_band,international_job
Data Scientist,FT,EN,1400000,INR,India,17805,India,M,2022,Unknown,Data Scientist,Low,False
Applied Data Scientist,FT,MI,157000,USD,United States,157000,United States,L,2022,Unknown,Data Scientist,High,False
Business Data Analyst,FT,MI,90000,CAD,Canada,69133,Canada,L,2022,Unknown,Data Analyst / BI,Low,False
Machine Learning Engineer,FT,SE,65000,EUR,Ireland,68293,Ireland,S,2022,Unknown,ML / AI Engineer,Low,False
Data Scientist,FT,MI,109000,USD,United States,109000,United States,L,2021,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,88000,CAD,Canada,67597,Canada,M,2022,Unknown,Data Scientist,Low,False
Data Analyst,FT,MI,20000,USD,GR,20000,GR,S,2022,Unknown,Data Analyst / BI,Low,False
Head of Data,FT,SE,87000,EUR,SI,102839,SI,L,2021,Unknown,Management,Medium,False
Head of Data,FT,SE,200000,USD,United States,200000,MY,M,2022,Unknown,Management,Very High,True
Data Scientist,FT,EN,66500,CAD,Canada,51081,Canada,L,2022,Unknown,Data Scientist,Low,False
Machine Learning Engineer,FT,MI,121000,AUD,Australia,83864,Australia,L,2022,Unknown,ML / AI Engineer,Low,False
Data Scientist,FT,EN,40000,USD,MY,40000,Japan,L,2022,Unknown,Data Scientist,Low,True
Head of Data,FT,MI,30000,EUR,EE,31520,EE,S,2022,Unknown,Management,Low,False
Machine Learning Engineer,FT,SE,57000,EUR,Netherlands,59888,Netherlands,L,2022,Unknown,ML / AI Engineer,Low,False
Data Engineer,FT,EN,48000,EUR,Germany,54742,PK,L,2020,Unknown,Data Engineer,Low,True
Research Scientist,FT,SE,85000,EUR,FR,89306,FR,L,2022,Unknown,Research,Low,False
Machine Learning Scientist,FT,MI,153000,USD,United States,153000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Scientist,FT,SE,100000,USD,United States,100000,BR,M,2022,Unknown,Data Scientist,Medium,True
Data Scientist,FT,MI,150000,PLN,Poland,33609,Poland,L,2022,Unknown,Data Scientist,Low,False
Principal Data Analyst,FT,MI,75000,USD,Canada,75000,Canada,S,2022,Unknown,Data Analyst / BI,Low,False
Product Data Analyst,FT,MI,20000,USD,HN,20000,HN,S,2020,Unknown,Data Analyst / BI,Low,False
Applied Machine Learning Scientist,CT,EN,29000,EUR,CZ,30469,Tunisia,M,2022,Unknown,ML / AI Engineer,Low,True
Research Scientist,FT,MI,69999,USD,CZ,69999,CZ,L,2021,Unknown,Research,Low,False
Data Engineer,FT,EN,52800,EUR,Germany,55475,PK,M,2022,Unknown,Data Engineer,Low,True
Research Scientist,FT,MI,59000,EUR,Austria,61989,Austria,L,2022,Unknown,Research,Low,False
Data Science Manager,FT,SE,152500,USD,United States,152500,United States,M,2022,Unknown,Data Scientist,High,False
Research Scientist,FT,EN,120000,USD,United States,120000,United States,L,2022,Unknown,Research,Medium,False
Data Analytics Lead,FT,SE,405000,USD,United States,405000,United States,L,2022,Unknown,Data Analyst / BI,Very High,False
Data Engineer,FT,SE,150000,USD,United States,150000,United States,L,2021,Unknown,Data Engineer,High,False
Data Science Manager,FT,SE,240000,USD,United States,240000,United States,L,2021,Unknown,Data Scientist,Very High,False
Data Analyst,FT,MI,135000,USD,United States,135000,United States,L,2021,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,EN,80000,USD,United States,80000,United States,M,2021,Unknown,Data Scientist,Low,False
Applied Data Scientist,FT,SE,380000,USD,United States,380000,United States,L,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,MI,115000,CHF,Switzerland,120402,Switzerland,L,2022,Unknown,Data Scientist,Medium,False
Applied Data Scientist,FT,SE,177000,USD,United States,177000,United States,L,2022,Unknown,Data Scientist,High,False
Data Engineer,FT,MI,62000,EUR,FR,65141,FR,M,2022,Unknown,Data Engineer,Low,False
Data Scientist,FT,MI,48000,USD,United States,48000,RU,S,2022,Unknown,Data Scientist,Low,True
Data Analytics Engineer,FT,EN,20000,USD,PK,20000,PK,M,2022,Unknown,Data Analyst / BI,Low,False
Principal Data Scientist,FT,SE,220000,USD,United States,220000,United States,L,2021,Unknown,Data Scientist,Very High,False
ML Engineer,FT,MI,8500000,JPY,Japan,77364,Japan,S,2021,Unknown,ML / AI Engineer,Low,False
ML Engineer,FT,MI,7000000,JPY,Japan,63711,Japan,S,2021,Unknown,ML / AI Engineer,Low,False
Computer Vision Software Engineer,FT,EN,150000,USD,Australia,150000,Australia,S,2022,Unknown,ML / AI Engineer,High,False
Data Analyst,FT,MI,90000,USD,United States,90000,United States,M,2021,Unknown,Data Analyst / BI,Low,False
Data Scientist,FL,MI,100000,USD,United States,100000,Canada,M,2022,Unknown,Data Scientist,Medium,True
Data Scientist,FT,EN,100000,USD,United States,100000,United States,S,2021,Unknown,Data Scientist,Medium,False
Data Scientist,PT,EN,100000,USD,DZ,100000,DZ,M,2022,Unknown,Data Scientist,Medium,False
Research Scientist,FT,SE,144000,USD,United States,144000,United States,L,2022,Unknown,Research,High,False
Principal Data Scientist,FT,SE,148000,EUR,Germany,155499,Germany,M,2022,Unknown,Data Scientist,High,False
Computer Vision Engineer,FT,SE,24000,USD,BR,24000,BR,M,2021,Unknown,ML / AI Engineer,Low,False
Applied Machine Learning Scientist,FT,MI,38400,USD,United States,38400,Viet Nam,M,2021,Unknown,ML / AI Engineer,Low,True
Financial Data Analyst,FT,EN,100000,USD,United States,100000,United States,L,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,MI,82500,USD,United States,82500,United States,S,2021,Unknown,Data Scientist,Low,False
Data Scientist,FT,EN,42000,EUR,FR,49646,FR,M,2021,Unknown,Data Scientist,Low,False
Lead Data Scientist,FT,SE,3000000,INR,India,40570,India,L,2021,Unknown,Data Scientist,Low,False
Lead Machine Learning Engineer,FT,SE,80000,EUR,Germany,84053,Germany,M,2022,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,EN,20000,USD,India,20000,India,S,2021,Unknown,ML / AI Engineer,Low,False
Computer Vision Engineer,FT,EN,125000,USD,United States,125000,United States,M,2022,Unknown,ML / AI Engineer,Medium,False
Machine Learning Scientist,FT,SE,120000,USD,United States,120000,United States,S,2021,Unknown,ML / AI Engineer,Medium,False
Applied Data Scientist,FT,EN,80000,GBP,United Kingdom,110037,United Kingdom,L,2021,Unknown,Data Scientist,Medium,False
ML Engineer,FT,EN,20000,EUR,Portugal,21013,Portugal,L,2022,Unknown,ML / AI Engineer,Low,False
Data Analyst,FT,EN,50000,USD,United States,50000,United States,M,2021,Unknown,Data Analyst / BI,Low,False
Principal Data Engineer,FT,SE,200000,USD,United States,200000,United States,M,2021,Unknown,Data Engineer,Very High,False
Big Data Engineer,FT,MI,60000,USD,RO,60000,Spain,M,2021,Unknown,Data Analyst / BI,Low,True
Data Engineer,FT,MI,200000,USD,United States,200000,United States,L,2021,Unknown,Data Engineer,Very High,False
Machine Learning Developer,FT,EN,100000,USD,IQ,100000,IQ,S,2021,Unknown,ML / AI Engineer,Medium,False
Data Engineer,FT,MI,100000,USD,United States,100000,United States,L,2021,Unknown,Data Engineer,Medium,False
Machine Learning Engineer,FT,SE,70000,EUR,BE,82744,BE,M,2021,Unknown,ML / AI Engineer,Low,False
Data Engineer,FT,MI,51999,EUR,Germany,59303,Germany,S,2020,Unknown,Data Engineer,Low,False
Research Scientist,FT,MI,53000,EUR,FR,62649,FR,M,2021,Unknown,Research,Low,False
Data Engineer,FT,MI,60000,GBP,United Kingdom,82528,United Kingdom,L,2021,Unknown,Data Engineer,Low,False
Data Architect,FT,MI,170000,USD,United States,170000,United States,L,2021,Unknown,Data Architecture / Infrastructure,High,False
Data Architect,FT,MI,150000,USD,United States,150000,United States,L,2021,Unknown,Data Architecture / Infrastructure,High,False
BI Data Analyst,FT,EN,55000,USD,United States,55000,United States,S,2021,Unknown,Data Analyst / BI,Low,False
Director of Data Science,FT,Executive,250000,USD,United States,250000,United States,L,2021,Unknown,Data Scientist,Very High,False
Data Engineer,FT,EN,80000,USD,United States,80000,United States,L,2021,Unknown,Data Engineer,Low,False
Big Data Engineer,FT,EN,70000,USD,United States,70000,United States,L,2020,Unknown,Data Analyst / BI,Low,False
Director of Data Science,FT,Executive,110000,EUR,Germany,130026,Germany,M,2021,Unknown,Data Scientist,Medium,False
Data Science Consultant,FT,EN,54000,EUR,Germany,63831,Germany,L,2021,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,60000,EUR,United States,68428,GR,L,2020,Unknown,Data Scientist,Low,True
Head of Data Science,FT,Executive,85000,USD,RU,85000,RU,M,2021,Unknown,Data Scientist,Low,False
Head of Data,FT,Executive,230000,USD,RU,230000,RU,L,2021,Unknown,Management,Very High,False
Machine Learning Engineer,FT,EN,125000,USD,United States,125000,United States,S,2021,Unknown,ML / AI Engineer,Medium,False
Data Analytics Manager,FT,SE,120000,USD,United States,120000,United States,M,2021,Unknown,Data Analyst / BI,Medium,False
Research Scientist,FT,MI,450000,USD,United States,450000,United States,M,2020,Unknown,Research,Very High,False
Data Analyst,FT,MI,41000,EUR,FR,46759,FR,L,2020,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,MI,65000,EUR,Austria,74130,Austria,L,2020,Unknown,Data Engineer,Low,False
Data Science Engineer,FT,SE,159500,CAD,Canada,127221,Canada,L,2021,Unknown,Data Scientist,Medium,False
Data Science Manager,FT,SE,144000,USD,United States,144000,United States,L,2021,Unknown,Data Scientist,High,False
Data Scientist,FT,MI,95000,CAD,Canada,75774,Canada,L,2021,Unknown,Data Scientist,Low,False
Data Scientist,FT,MI,150000,USD,United States,150000,United States,M,2021,Unknown,Data Scientist,High,False
Data Science Consultant,FT,MI,103000,USD,United States,103000,United States,L,2020,Unknown,Data Scientist,Medium,False
Data Engineer,FT,SE,153000,USD,United States,153000,United States,L,2021,Unknown,Data Engineer,High,False
Data Engineer,FT,MI,90000,USD,United States,90000,United States,L,2021,Unknown,Data Engineer,Low,False
Data Analyst,FT,EN,60000,USD,United States,60000,United States,S,2021,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,MI,50000,USD,NG,50000,NG,L,2021,Unknown,Data Scientist,Low,False
ML Engineer,CT,MI,270000,USD,United States,270000,United States,L,2021,Unknown,ML / AI Engineer,Very High,False
Applied Data Scientist,FT,MI,68000,CAD,Canada,54238,United Kingdom,L,2021,Unknown,Data Scientist,Low,True
Machine Learning Engineer,FT,MI,40000,EUR,Spain,47282,Spain,S,2021,Unknown,ML / AI Engineer,Low,False
Director of Data Science,FT,Executive,130000,EUR,Poland,153667,Italy,L,2021,Unknown,Data Scientist,High,True
Data Engineer,FT,MI,110000,PLN,Poland,28476,Poland,L,2021,Unknown,Data Engineer,Low,False
Data Analytics Engineer,FT,MI,110000,USD,United States,110000,United States,L,2021,Unknown,Data Analyst / BI,Medium,False
Research Scientist,FT,EN,60000,GBP,United Kingdom,82528,United Kingdom,L,2021,Unknown,Research,Low,False
Machine Learning Engineer,FT,EN,250000,USD,United States,250000,United States,L,2020,Unknown,ML / AI Engineer,Very High,False
Data Analyst,FT,EN,50000,EUR,FR,59102,FR,M,2021,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,80000,USD,United States,80000,Bulgaria,S,2021,Unknown,Data Analyst / BI,Low,True
Machine Learning Engineer,FT,EN,138000,USD,United States,138000,United States,S,2020,Unknown,ML / AI Engineer,High,False
Data Engineer,FT,MI,140000,USD,United States,140000,United States,L,2021,Unknown,Data Engineer,High,False
Data Analytics Engineer,FT,SE,67000,EUR,Germany,79197,Germany,L,2021,Unknown,Data Analyst / BI,Low,False
Lead Data Analyst,FT,SE,170000,USD,United States,170000,United States,L,2021,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,EN,80000,USD,United States,80000,United States,M,2021,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,MI,45760,USD,United States,45760,PH,S,2020,Unknown,Data Scientist,Low,True
BI Data Analyst,FT,MI,100000,USD,United States,100000,United States,M,2021,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,SE,45000,EUR,FR,53192,FR,L,2021,Unknown,Data Scientist,Low,False
Head of Data,FT,Executive,235000,USD,United States,235000,United States,L,2021,Unknown,Management,Very High,False
BI Data Analyst,FT,Executive,150000,USD,United States,150000,India,L,2021,Unknown,Data Analyst / BI,High,True
Data Engineer,FT,Executive,70000,EUR,Spain,79833,Spain,L,2020,Unknown,Data Engineer,Low,False
Machine Learning Scientist,FT,EN,225000,USD,United States,225000,United States,L,2021,Unknown,ML / AI Engineer,Very High,False
Data Science Consultant,FT,EN,65000,EUR,Germany,76833,Germany,S,2021,Unknown,Data Scientist,Low,False
Machine Learning Infrastructure Engineer,FT,MI,44000,EUR,Portugal,50180,Portugal,M,2020,Unknown,ML / AI Engineer,Low,False
Marketing Data Analyst,FT,SE,75000,EUR,DK,88654,GR,L,2021,Unknown,Data Analyst / BI,Low,True
Lead Data Engineer,FT,SE,75000,GBP,United Kingdom,103160,United Kingdom,S,2021,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,82500,GBP,United Kingdom,113476,United Kingdom,M,2021,Unknown,Data Engineer,Medium,False
Machine Learning Engineer,FT,SE,80000,EUR,Germany,94564,Germany,L,2021,Unknown,ML / AI Engineer,Medium,False
Data Engineer,FT,EN,2250000,INR,India,30428,India,L,2021,Unknown,Data Engineer,Low,False
Data Engineer,FT,SE,115000,USD,United States,115000,United States,S,2021,Unknown,Data Engineer,Medium,False
Research Scientist,FT,MI,235000,CAD,Canada,187442,Canada,L,2021,Unknown,Research,Very High,False
Data Analyst,FT,MI,37456,GBP,United Kingdom,51519,United Kingdom,L,2021,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,MI,106000,USD,United States,106000,United States,L,2020,Unknown,Data Engineer,Medium,False
Data Engineer,FT,MI,88000,GBP,United Kingdom,112872,United Kingdom,L,2020,Unknown,Data Engineer,Medium,False
BI Data Analyst,FT,MI,11000000,HUF,United States,36259,HU,L,2021,Unknown,Data Analyst / BI,Low,True
ML Engineer,PT,EN,14000,EUR,Germany,15966,Germany,S,2020,Unknown,ML / AI Engineer,Low,False
Computer Vision Software Engineer,FT,MI,81000,EUR,United States,95746,Germany,S,2021,Unknown,ML / AI Engineer,Medium,True
Computer Vision Software Engineer,FT,EN,70000,USD,United States,70000,United States,M,2021,Unknown,ML / AI Engineer,Low,False
Data Scientist,FT,MI,60000,GBP,United Kingdom,76958,United Kingdom,S,2020,Unknown,Data Scientist,Low,False
Cloud Data Engineer,FT,MI,120000,SGD,Singapore,89294,Singapore,L,2021,Unknown,Data Engineer,Low,False
Data Scientist,FT,EN,2200000,INR,India,29751,India,L,2021,Unknown,Data Scientist,Low,False
Lead Data Engineer,FT,SE,276000,USD,United States,276000,United States,L,2021,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,188000,USD,United States,188000,United States,L,2020,Unknown,Data Engineer,Very High,False
Cloud Data Engineer,FT,SE,160000,USD,United States,160000,BR,S,2021,Unknown,Data Engineer,High,True
Data Scientist,FT,MI,105000,USD,United States,105000,United States,L,2020,Unknown,Data Scientist,Medium,False
Data Engineer,FT,SE,174000,USD,United States,174000,United States,L,2021,Unknown,Data Engineer,High,False
Data Analyst,FT,MI,93000,USD,United States,93000,United States,L,2021,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,EN,2100000,INR,India,28399,India,M,2021,Unknown,Data Scientist,Low,False
Research Scientist,FT,SE,51400,EUR,Portugal,60757,Portugal,L,2021,Unknown,Research,Low,False
Data Scientist,FT,EN,90000,USD,United States,90000,United States,S,2021,Unknown,Data Scientist,Low,False
Data Engineer,FT,MI,61500,EUR,FR,70139,FR,L,2020,Unknown,Data Engineer,Low,False
Data Engineer,FT,SE,720000,MXN,MX,33511,MX,S,2020,Unknown,Data Engineer,Low,False
Principal Data Analyst,FT,SE,170000,USD,United States,170000,United States,M,2021,Unknown,Data Analyst / BI,High,False
Data Engineer,FT,SE,70000,GBP,United Kingdom,96282,United Kingdom,L,2021,Unknown,Data Engineer,Medium,False
Data Scientist,FT,EN,31000,EUR,FR,36643,FR,L,2021,Unknown,Data Scientist,Low,False
Data Engineer,FT,MI,52500,GBP,United Kingdom,72212,United Kingdom,L,2021,Unknown,Data Engineer,Low,False
Data Analyst,FT,EN,91000,USD,United States,91000,United States,L,2020,Unknown,Data Analyst / BI,Medium,False
Big Data Architect,FT,SE,125000,CAD,Canada,99703,Canada,M,2021,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,SE,165000,USD,United States,165000,United States,L,2021,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,130000,CAD,Canada,103691,Canada,L,2021,Unknown,Data Scientist,Medium,False
Data Engineer,FT,EN,1600000,INR,India,21637,India,M,2021,Unknown,Data Engineer,Low,False
Research Scientist,FT,EN,42000,USD,Netherlands,42000,Netherlands,L,2020,Unknown,Research,Low,False
Lead Data Scientist,FT,MI,115000,USD,AE,115000,AE,L,2020,Unknown,Data Scientist,Medium,False
Research Scientist,FT,MI,80000,CAD,Canada,63810,Canada,M,2021,Unknown,Research,Low,False
Machine Learning Scientist,FT,SE,260000,USD,Japan,260000,Japan,S,2020,Unknown,ML / AI Engineer,Very High,False
Head of Data Science,FT,MI,110000,USD,United States,110000,United States,S,2021,Unknown,Data Scientist,Medium,False
Data Architect,FT,MI,180000,USD,United States,180000,United States,L,2021,Unknown,Data Architecture / Infrastructure,High,False
Data Analyst,FT,SE,200000,USD,United States,200000,United States,L,2021,Unknown,Data Analyst / BI,Very High,False
